year,month,treatment,final_re,N_ID
2015,1,1,1,12719
2015,1,1,2,584
2015,1,1,3,45
2015,1,1,4,1648
2015,1,1,5,123
2015,1,1,9,41
2015,1,1,99,40
2015,1,2,1,23445
2015,1,2,2,802
2015,1,2,3,67
2015,1,2,4,2020
2015,1,2,5,345
2015,1,2,9,409
2015,1,2,99,-1
2015,1,3,1,3223
2015,1,3,2,212
2015,1,3,3,18
2015,1,3,4,240
2015,1,3,5,53
2015,1,3,9,43
2015,1,3,99,-1
2016,1,1,1,13592
2016,1,1,2,659
2016,1,1,3,47
2016,1,1,4,1860
2016,1,1,5,131
2016,1,1,9,74
2016,1,1,99,23
2016,1,2,1,25981
2016,1,2,2,930
2016,1,2,3,72
2016,1,2,4,2343
2016,1,2,5,393
2016,1,2,9,585
2016,1,2,99,286
2016,1,3,1,3926
2016,1,3,2,274
2016,1,3,3,28
2016,1,3,4,365
2016,1,3,5,62
2016,1,3,9,64
2016,1,3,99,33
2017,1,1,1,14362
2017,1,1,2,708
2017,1,1,3,50
2017,1,1,4,1960
2017,1,1,5,140
2017,1,1,9,122
2017,1,1,99,39
2017,1,2,1,28603
2017,1,2,2,1075
2017,1,2,3,80
2017,1,2,4,2770
2017,1,2,5,421
2017,1,2,9,587
2017,1,2,99,356
2017,1,3,1,4440
2017,1,3,2,365
2017,1,3,3,40
2017,1,3,4,531
2017,1,3,5,59
2017,1,3,9,80
2017,1,3,99,76
2018,1,1,1,16566
2018,1,1,2,866
2018,1,1,3,55
2018,1,1,4,2498
2018,1,1,5,145
2018,1,1,9,147
2018,1,1,99,39
2018,1,2,1,30674
2018,1,2,2,1246
2018,1,2,3,99
2018,1,2,4,2966
2018,1,2,5,438
2018,1,2,9,672
2018,1,2,99,450
2018,1,3,1,5084
2018,1,3,2,465
2018,1,3,3,50
2018,1,3,4,604
2018,1,3,5,97
2018,1,3,9,112
2018,1,3,99,118
2019,1,1,1,16717
2019,1,1,2,924
2019,1,1,3,63
2019,1,1,4,2625
2019,1,1,5,158
2019,1,1,9,195
2019,1,1,99,47
2019,1,2,1,32289
2019,1,2,2,1413
2019,1,2,3,109
2019,1,2,4,3403
2019,1,2,5,492
2019,1,2,9,703
2019,1,2,99,333
2019,1,3,1,4673
2019,1,3,2,493
2019,1,3,3,52
2019,1,3,4,652
2019,1,3,5,95
2019,1,3,9,121
2019,1,3,99,72
2020,1,1,1,16783
2020,1,1,2,902
2020,1,1,3,65
2020,1,1,4,2785
2020,1,1,5,176
2020,1,1,9,206
2020,1,1,99,49
2020,1,2,1,34656
2020,1,2,2,1606
2020,1,2,3,112
2020,1,2,4,3808
2020,1,2,5,535
2020,1,2,9,760
2020,1,2,99,465
2020,1,3,1,4999
2020,1,3,2,590
2020,1,3,3,61
2020,1,3,4,806
2020,1,3,5,130
2020,1,3,9,163
2020,1,3,99,136
2021,1,1,1,17820
2021,1,1,2,986
2021,1,1,3,79
2021,1,1,4,3133
2021,1,1,5,200
2021,1,1,9,177
2021,1,1,99,53
2021,1,2,1,34548
2021,1,2,2,1697
2021,1,2,3,123
2021,1,2,4,3895
2021,1,2,5,534
2021,1,2,9,728
2021,1,2,99,416
2021,1,3,1,5004
2021,1,3,2,632
2021,1,3,3,87
2021,1,3,4,844
2021,1,3,5,131
2021,1,3,9,148
2021,1,3,99,178
2022,1,1,1,17899
2022,1,1,2,1018
2022,1,1,3,78
2022,1,1,4,3214
2022,1,1,5,185
2022,1,1,9,185
2022,1,1,99,58
2022,1,2,1,34291
2022,1,2,2,1680
2022,1,2,3,120
2022,1,2,4,3965
2022,1,2,5,534
2022,1,2,9,711
2022,1,2,99,420
2022,1,3,1,5338
2022,1,3,2,657
2022,1,3,3,72
2022,1,3,4,943
2022,1,3,5,164
2022,1,3,9,150
2022,1,3,99,221
2023,1,1,1,16764
2023,1,1,2,967
2023,1,1,3,62
2023,1,1,4,3038
2023,1,1,5,176
2023,1,1,9,131
2023,1,1,99,41
2023,1,2,1,33654
2023,1,2,2,1655
2023,1,2,3,130
2023,1,2,4,3854
2023,1,2,5,544
2023,1,2,9,654
2023,1,2,99,345
2023,1,3,1,4992
2023,1,3,2,674
2023,1,3,3,79
2023,1,3,4,945
2023,1,3,5,177
2023,1,3,9,141
2023,1,3,99,188
2015,2,1,1,12694
2015,2,1,2,585
2015,2,1,3,43
2015,2,1,4,1656
2015,2,1,5,120
2015,2,1,9,46
2015,2,1,99,44
2015,2,2,1,23451
2015,2,2,2,800
2015,2,2,3,65
2015,2,2,4,2045
2015,2,2,5,353
2015,2,2,9,418
2015,2,2,99,-1
2015,2,3,1,3205
2015,2,3,2,219
2015,2,3,3,21
2015,2,3,4,243
2015,2,3,5,54
2015,2,3,9,43
2015,2,3,99,-1
2016,2,1,1,13726
2016,2,1,2,653
2016,2,1,3,47
2016,2,1,4,1860
2016,2,1,5,134
2016,2,1,9,75
2016,2,1,99,27
2016,2,2,1,26058
2016,2,2,2,946
2016,2,2,3,70
2016,2,2,4,2356
2016,2,2,5,392
2016,2,2,9,590
2016,2,2,99,322
2016,2,3,1,3959
2016,2,3,2,283
2016,2,3,3,30
2016,2,3,4,393
2016,2,3,5,55
2016,2,3,9,69
2016,2,3,99,44
2017,2,1,1,14291
2017,2,1,2,710
2017,2,1,3,52
2017,2,1,4,1952
2017,2,1,5,134
2017,2,1,9,127
2017,2,1,99,39
2017,2,2,1,28613
2017,2,2,2,1081
2017,2,2,3,81
2017,2,2,4,2770
2017,2,2,5,415
2017,2,2,9,604
2017,2,2,99,341
2017,2,3,1,4485
2017,2,3,2,359
2017,2,3,3,39
2017,2,3,4,543
2017,2,3,5,68
2017,2,3,9,72
2017,2,3,99,77
2018,2,1,1,16510
2018,2,1,2,864
2018,2,1,3,57
2018,2,1,4,2508
2018,2,1,5,145
2018,2,1,9,153
2018,2,1,99,40
2018,2,2,1,30739
2018,2,2,2,1246
2018,2,2,3,95
2018,2,2,4,2975
2018,2,2,5,435
2018,2,2,9,629
2018,2,2,99,446
2018,2,3,1,5012
2018,2,3,2,481
2018,2,3,3,54
2018,2,3,4,623
2018,2,3,5,92
2018,2,3,9,99
2018,2,3,99,126
2019,2,1,1,16695
2019,2,1,2,914
2019,2,1,3,64
2019,2,1,4,2606
2019,2,1,5,159
2019,2,1,9,205
2019,2,1,99,48
2019,2,2,1,32243
2019,2,2,2,1422
2019,2,2,3,110
2019,2,2,4,3421
2019,2,2,5,477
2019,2,2,9,674
2019,2,2,99,119
2019,2,3,1,4768
2019,2,3,2,507
2019,2,3,3,56
2019,2,3,4,688
2019,2,3,5,97
2019,2,3,9,119
2019,2,3,99,23
2020,2,1,1,16865
2020,2,1,2,916
2020,2,1,3,63
2020,2,1,4,2803
2020,2,1,5,181
2020,2,1,9,210
2020,2,1,99,48
2020,2,2,1,34674
2020,2,2,2,1616
2020,2,2,3,112
2020,2,2,4,3864
2020,2,2,5,540
2020,2,2,9,743
2020,2,2,99,443
2020,2,3,1,4933
2020,2,3,2,597
2020,2,3,3,64
2020,2,3,4,845
2020,2,3,5,134
2020,2,3,9,170
2020,2,3,99,128
2021,2,1,1,17836
2021,2,1,2,979
2021,2,1,3,73
2021,2,1,4,3132
2021,2,1,5,195
2021,2,1,9,170
2021,2,1,99,54
2021,2,2,1,34336
2021,2,2,2,1674
2021,2,2,3,117
2021,2,2,4,3912
2021,2,2,5,538
2021,2,2,9,689
2021,2,2,99,396
2021,2,3,1,5070
2021,2,3,2,626
2021,2,3,3,77
2021,2,3,4,875
2021,2,3,5,147
2021,2,3,9,148
2021,2,3,99,183
2022,2,1,1,17895
2022,2,1,2,990
2022,2,1,3,79
2022,2,1,4,3196
2022,2,1,5,186
2022,2,1,9,177
2022,2,1,99,53
2022,2,2,1,34220
2022,2,2,2,1682
2022,2,2,3,119
2022,2,2,4,3972
2022,2,2,5,542
2022,2,2,9,696
2022,2,2,99,409
2022,2,3,1,5298
2022,2,3,2,673
2022,2,3,3,85
2022,2,3,4,949
2022,2,3,5,169
2022,2,3,9,146
2022,2,3,99,228
2023,2,1,1,16519
2023,2,1,2,962
2023,2,1,3,59
2023,2,1,4,3015
2023,2,1,5,174
2023,2,1,9,127
2023,2,1,99,37
2023,2,2,1,33513
2023,2,2,2,1661
2023,2,2,3,128
2023,2,2,4,3821
2023,2,2,5,538
2023,2,2,9,621
2023,2,2,99,320
2023,2,3,1,4874
2023,2,3,2,686
2023,2,3,3,80
2023,2,3,4,929
2023,2,3,5,170
2023,2,3,9,141
2023,2,3,99,168
2015,3,1,1,12888
2015,3,1,2,593
2015,3,1,3,44
2015,3,1,4,1687
2015,3,1,5,128
2015,3,1,9,56
2015,3,1,99,45
2015,3,2,1,23801
2015,3,2,2,827
2015,3,2,3,65
2015,3,2,4,2099
2015,3,2,5,353
2015,3,2,9,431
2015,3,2,99,-1
2015,3,3,1,3377
2015,3,3,2,228
2015,3,3,3,23
2015,3,3,4,267
2015,3,3,5,52
2015,3,3,9,47
2015,3,3,99,-1
2016,3,1,1,13834
2016,3,1,2,660
2016,3,1,3,48
2016,3,1,4,1862
2016,3,1,5,133
2016,3,1,9,85
2016,3,1,99,29
2016,3,2,1,26387
2016,3,2,2,968
2016,3,2,3,70
2016,3,2,4,2398
2016,3,2,5,400
2016,3,2,9,583
2016,3,2,99,343
2016,3,3,1,4104
2016,3,3,2,305
2016,3,3,3,31
2016,3,3,4,436
2016,3,3,5,58
2016,3,3,9,69
2016,3,3,99,50
2017,3,1,1,14401
2017,3,1,2,711
2017,3,1,3,51
2017,3,1,4,1970
2017,3,1,5,138
2017,3,1,9,131
2017,3,1,99,45
2017,3,2,1,28997
2017,3,2,2,1104
2017,3,2,3,81
2017,3,2,4,2814
2017,3,2,5,415
2017,3,2,9,623
2017,3,2,99,338
2017,3,3,1,4754
2017,3,3,2,374
2017,3,3,3,41
2017,3,3,4,563
2017,3,3,5,78
2017,3,3,9,79
2017,3,3,99,82
2018,3,1,1,16424
2018,3,1,2,873
2018,3,1,3,59
2018,3,1,4,2511
2018,3,1,5,145
2018,3,1,9,158
2018,3,1,99,42
2018,3,2,1,31033
2018,3,2,2,1248
2018,3,2,3,101
2018,3,2,4,2989
2018,3,2,5,445
2018,3,2,9,657
2018,3,2,99,453
2018,3,3,1,5066
2018,3,3,2,495
2018,3,3,3,54
2018,3,3,4,647
2018,3,3,5,94
2018,3,3,9,110
2018,3,3,99,124
2019,3,1,1,16799
2019,3,1,2,918
2019,3,1,3,65
2019,3,1,4,2651
2019,3,1,5,163
2019,3,1,9,208
2019,3,1,99,53
2019,3,2,1,32553
2019,3,2,2,1441
2019,3,2,3,110
2019,3,2,4,3473
2019,3,2,5,473
2019,3,2,9,677
2019,3,2,99,58
2019,3,3,1,4962
2019,3,3,2,543
2019,3,3,3,52
2019,3,3,4,708
2019,3,3,5,116
2019,3,3,9,120
2019,3,3,99,13
2020,3,1,1,16932
2020,3,1,2,932
2020,3,1,3,65
2020,3,1,4,2805
2020,3,1,5,186
2020,3,1,9,199
2020,3,1,99,56
2020,3,2,1,34932
2020,3,2,2,1650
2020,3,2,3,113
2020,3,2,4,3923
2020,3,2,5,542
2020,3,2,9,735
2020,3,2,99,450
2020,3,3,1,4995
2020,3,3,2,616
2020,3,3,3,73
2020,3,3,4,837
2020,3,3,5,137
2020,3,3,9,165
2020,3,3,99,133
2021,3,1,1,17963
2021,3,1,2,985
2021,3,1,3,75
2021,3,1,4,3122
2021,3,1,5,201
2021,3,1,9,177
2021,3,1,99,51
2021,3,2,1,34374
2021,3,2,2,1695
2021,3,2,3,117
2021,3,2,4,3939
2021,3,2,5,541
2021,3,2,9,700
2021,3,2,99,404
2021,3,3,1,5325
2021,3,3,2,679
2021,3,3,3,84
2021,3,3,4,947
2021,3,3,5,149
2021,3,3,9,150
2021,3,3,99,194
2022,3,1,1,18135
2022,3,1,2,999
2022,3,1,3,75
2022,3,1,4,3222
2022,3,1,5,190
2022,3,1,9,176
2022,3,1,99,50
2022,3,2,1,34442
2022,3,2,2,1689
2022,3,2,3,128
2022,3,2,4,4019
2022,3,2,5,548
2022,3,2,9,695
2022,3,2,99,408
2022,3,3,1,5478
2022,3,3,2,734
2022,3,3,3,96
2022,3,3,4,997
2022,3,3,5,168
2022,3,3,9,157
2022,3,3,99,228
2023,3,1,1,16450
2023,3,1,2,938
2023,3,1,3,62
2023,3,1,4,3011
2023,3,1,5,177
2023,3,1,9,122
2023,3,1,99,35
2023,3,2,1,33604
2023,3,2,2,1677
2023,3,2,3,129
2023,3,2,4,3852
2023,3,2,5,545
2023,3,2,9,628
2023,3,2,99,314
2023,3,3,1,4878
2023,3,3,2,705
2023,3,3,3,78
2023,3,3,4,973
2023,3,3,5,177
2023,3,3,9,140
2023,3,3,99,169
2015,4,1,1,12905
2015,4,1,2,601
2015,4,1,3,44
2015,4,1,4,1702
2015,4,1,5,130
2015,4,1,9,61
2015,4,1,99,47
2015,4,2,1,24139
2015,4,2,2,839
2015,4,2,3,63
2015,4,2,4,2128
2015,4,2,5,359
2015,4,2,9,444
2015,4,2,99,-1
2015,4,3,1,3514
2015,4,3,2,240
2015,4,3,3,20
2015,4,3,4,286
2015,4,3,5,57
2015,4,3,9,48
2015,4,3,99,-1
2016,4,1,1,13814
2016,4,1,2,656
2016,4,1,3,48
2016,4,1,4,1861
2016,4,1,5,130
2016,4,1,9,95
2016,4,1,99,28
2016,4,2,1,26514
2016,4,2,2,980
2016,4,2,3,73
2016,4,2,4,2423
2016,4,2,5,404
2016,4,2,9,581
2016,4,2,99,337
2016,4,3,1,4151
2016,4,3,2,317
2016,4,3,3,28
2016,4,3,4,445
2016,4,3,5,56
2016,4,3,9,74
2016,4,3,99,65
2017,4,1,1,14457
2017,4,1,2,712
2017,4,1,3,54
2017,4,1,4,1981
2017,4,1,5,136
2017,4,1,9,121
2017,4,1,99,48
2017,4,2,1,29148
2017,4,2,2,1119
2017,4,2,3,87
2017,4,2,4,2814
2017,4,2,5,417
2017,4,2,9,638
2017,4,2,99,350
2017,4,3,1,4899
2017,4,3,2,394
2017,4,3,3,45
2017,4,3,4,571
2017,4,3,5,81
2017,4,3,9,81
2017,4,3,99,92
2018,4,1,1,16540
2018,4,1,2,882
2018,4,1,3,58
2018,4,1,4,2520
2018,4,1,5,150
2018,4,1,9,164
2018,4,1,99,40
2018,4,2,1,31119
2018,4,2,2,1258
2018,4,2,3,103
2018,4,2,4,3044
2018,4,2,5,442
2018,4,2,9,654
2018,4,2,99,450
2018,4,3,1,5000
2018,4,3,2,502
2018,4,3,3,57
2018,4,3,4,652
2018,4,3,5,107
2018,4,3,9,103
2018,4,3,99,122
2019,4,1,1,16790
2019,4,1,2,923
2019,4,1,3,64
2019,4,1,4,2651
2019,4,1,5,165
2019,4,1,9,211
2019,4,1,99,56
2019,4,2,1,32775
2019,4,2,2,1438
2019,4,2,3,107
2019,4,2,4,3507
2019,4,2,5,486
2019,4,2,9,691
2019,4,2,99,30
2019,4,3,1,5025
2019,4,3,2,557
2019,4,3,3,48
2019,4,3,4,726
2019,4,3,5,122
2019,4,3,9,121
2019,4,3,99,-1
2020,4,1,1,16892
2020,4,1,2,924
2020,4,1,3,65
2020,4,1,4,2824
2020,4,1,5,193
2020,4,1,9,198
2020,4,1,99,53
2020,4,2,1,34934
2020,4,2,2,1667
2020,4,2,3,110
2020,4,2,4,3944
2020,4,2,5,537
2020,4,2,9,735
2020,4,2,99,444
2020,4,3,1,4841
2020,4,3,2,583
2020,4,3,3,74
2020,4,3,4,832
2020,4,3,5,133
2020,4,3,9,160
2020,4,3,99,137
2021,4,1,1,17849
2021,4,1,2,977
2021,4,1,3,76
2021,4,1,4,3082
2021,4,1,5,201
2021,4,1,9,180
2021,4,1,99,53
2021,4,2,1,34351
2021,4,2,2,1673
2021,4,2,3,115
2021,4,2,4,3951
2021,4,2,5,539
2021,4,2,9,688
2021,4,2,99,406
2021,4,3,1,5419
2021,4,3,2,696
2021,4,3,3,85
2021,4,3,4,990
2021,4,3,5,155
2021,4,3,9,136
2021,4,3,99,195
2022,4,1,1,18126
2022,4,1,2,1009
2022,4,1,3,75
2022,4,1,4,3233
2022,4,1,5,194
2022,4,1,9,177
2022,4,1,99,52
2022,4,2,1,34462
2022,4,2,2,1687
2022,4,2,3,134
2022,4,2,4,3998
2022,4,2,5,546
2022,4,2,9,674
2022,4,2,99,400
2022,4,3,1,5476
2022,4,3,2,747
2022,4,3,3,92
2022,4,3,4,1017
2022,4,3,5,171
2022,4,3,9,146
2022,4,3,99,245
2023,4,1,1,15301
2023,4,1,2,896
2023,4,1,3,52
2023,4,1,4,2821
2023,4,1,5,165
2023,4,1,9,115
2023,4,1,99,34
2023,4,2,1,33422
2023,4,2,2,1663
2023,4,2,3,128
2023,4,2,4,3820
2023,4,2,5,542
2023,4,2,9,620
2023,4,2,99,307
2023,4,3,1,4727
2023,4,3,2,695
2023,4,3,3,72
2023,4,3,4,951
2023,4,3,5,158
2023,4,3,9,133
2023,4,3,99,160
2015,5,1,1,12855
2015,5,1,2,602
2015,5,1,3,45
2015,5,1,4,1722
2015,5,1,5,126
2015,5,1,9,67
2015,5,1,99,45
2015,5,2,1,24303
2015,5,2,2,842
2015,5,2,3,64
2015,5,2,4,2144
2015,5,2,5,364
2015,5,2,9,454
2015,5,2,99,-1
2015,5,3,1,3544
2015,5,3,2,231
2015,5,3,3,21
2015,5,3,4,289
2015,5,3,5,63
2015,5,3,9,46
2015,5,3,99,-1
2016,5,1,1,13934
2016,5,1,2,652
2016,5,1,3,49
2016,5,1,4,1875
2016,5,1,5,130
2016,5,1,9,101
2016,5,1,99,31
2016,5,2,1,26786
2016,5,2,2,976
2016,5,2,3,75
2016,5,2,4,2488
2016,5,2,5,414
2016,5,2,9,537
2016,5,2,99,328
2016,5,3,1,4219
2016,5,3,2,319
2016,5,3,3,29
2016,5,3,4,443
2016,5,3,5,53
2016,5,3,9,69
2016,5,3,99,70
2017,5,1,1,14557
2017,5,1,2,716
2017,5,1,3,56
2017,5,1,4,2007
2017,5,1,5,135
2017,5,1,9,126
2017,5,1,99,46
2017,5,2,1,29334
2017,5,2,2,1128
2017,5,2,3,88
2017,5,2,4,2836
2017,5,2,5,422
2017,5,2,9,625
2017,5,2,99,362
2017,5,3,1,5031
2017,5,3,2,413
2017,5,3,3,47
2017,5,3,4,605
2017,5,3,5,87
2017,5,3,9,84
2017,5,3,99,100
2018,5,1,1,16598
2018,5,1,2,908
2018,5,1,3,56
2018,5,1,4,2540
2018,5,1,5,152
2018,5,1,9,173
2018,5,1,99,44
2018,5,2,1,31341
2018,5,2,2,1280
2018,5,2,3,101
2018,5,2,4,3095
2018,5,2,5,442
2018,5,2,9,656
2018,5,2,99,440
2018,5,3,1,5080
2018,5,3,2,506
2018,5,3,3,58
2018,5,3,4,674
2018,5,3,5,100
2018,5,3,9,111
2018,5,3,99,125
2019,5,1,1,16793
2019,5,1,2,932
2019,5,1,3,63
2019,5,1,4,2677
2019,5,1,5,166
2019,5,1,9,214
2019,5,1,99,54
2019,5,2,1,33029
2019,5,2,2,1474
2019,5,2,3,110
2019,5,2,4,3524
2019,5,2,5,485
2019,5,2,9,692
2019,5,2,99,26
2019,5,3,1,5067
2019,5,3,2,547
2019,5,3,3,52
2019,5,3,4,735
2019,5,3,5,123
2019,5,3,9,127
2019,5,3,99,-1
2020,5,1,1,16927
2020,5,1,2,935
2020,5,1,3,65
2020,5,1,4,2827
2020,5,1,5,191
2020,5,1,9,198
2020,5,1,99,53
2020,5,2,1,34796
2020,5,2,2,1650
2020,5,2,3,112
2020,5,2,4,3935
2020,5,2,5,533
2020,5,2,9,728
2020,5,2,99,424
2020,5,3,1,4739
2020,5,3,2,583
2020,5,3,3,71
2020,5,3,4,788
2020,5,3,5,127
2020,5,3,9,150
2020,5,3,99,136
2021,5,1,1,17689
2021,5,1,2,974
2021,5,1,3,73
2021,5,1,4,3057
2021,5,1,5,200
2021,5,1,9,180
2021,5,1,99,51
2021,5,2,1,34260
2021,5,2,2,1661
2021,5,2,3,112
2021,5,2,4,3917
2021,5,2,5,531
2021,5,2,9,700
2021,5,2,99,408
2021,5,3,1,5449
2021,5,3,2,696
2021,5,3,3,92
2021,5,3,4,1004
2021,5,3,5,153
2021,5,3,9,135
2021,5,3,99,201
2022,5,1,1,18024
2022,5,1,2,1016
2022,5,1,3,75
2022,5,1,4,3233
2022,5,1,5,196
2022,5,1,9,177
2022,5,1,99,49
2022,5,2,1,34416
2022,5,2,2,1663
2022,5,2,3,127
2022,5,2,4,3981
2022,5,2,5,551
2022,5,2,9,663
2022,5,2,99,394
2022,5,3,1,5499
2022,5,3,2,740
2022,5,3,3,92
2022,5,3,4,1016
2022,5,3,5,172
2022,5,3,9,149
2022,5,3,99,236
2023,5,1,1,13361
2023,5,1,2,812
2023,5,1,3,45
2023,5,1,4,2597
2023,5,1,5,143
2023,5,1,9,96
2023,5,1,99,35
2023,5,2,1,33283
2023,5,2,2,1672
2023,5,2,3,129
2023,5,2,4,3825
2023,5,2,5,542
2023,5,2,9,613
2023,5,2,99,303
2023,5,3,1,4342
2023,5,3,2,665
2023,5,3,3,63
2023,5,3,4,895
2023,5,3,5,155
2023,5,3,9,134
2023,5,3,99,155
2015,6,1,1,12925
2015,6,1,2,601
2015,6,1,3,47
2015,6,1,4,1733
2015,6,1,5,126
2015,6,1,9,70
2015,6,1,99,43
2015,6,2,1,24532
2015,6,2,2,859
2015,6,2,3,67
2015,6,2,4,2160
2015,6,2,5,361
2015,6,2,9,478
2015,6,2,99,-1
2015,6,3,1,3642
2015,6,3,2,240
2015,6,3,3,24
2015,6,3,4,296
2015,6,3,5,60
2015,6,3,9,46
2015,6,3,99,-1
2016,6,1,1,13993
2016,6,1,2,644
2016,6,1,3,51
2016,6,1,4,1878
2016,6,1,5,137
2016,6,1,9,97
2016,6,1,99,32
2016,6,2,1,27147
2016,6,2,2,979
2016,6,2,3,74
2016,6,2,4,2540
2016,6,2,5,416
2016,6,2,9,534
2016,6,2,99,323
2016,6,3,1,4204
2016,6,3,2,314
2016,6,3,3,32
2016,6,3,4,435
2016,6,3,5,56
2016,6,3,9,75
2016,6,3,99,74
2017,6,1,1,16417
2017,6,1,2,838
2017,6,1,3,55
2017,6,1,4,2446
2017,6,1,5,148
2017,6,1,9,127
2017,6,1,99,46
2017,6,2,1,29470
2017,6,2,2,1140
2017,6,2,3,88
2017,6,2,4,2862
2017,6,2,5,422
2017,6,2,9,620
2017,6,2,99,380
2017,6,3,1,5076
2017,6,3,2,441
2017,6,3,3,48
2017,6,3,4,615
2017,6,3,5,92
2017,6,3,9,95
2017,6,3,99,102
2018,6,1,1,16559
2018,6,1,2,906
2018,6,1,3,53
2018,6,1,4,2549
2018,6,1,5,150
2018,6,1,9,172
2018,6,1,99,45
2018,6,2,1,31341
2018,6,2,2,1296
2018,6,2,3,106
2018,6,2,4,3122
2018,6,2,5,445
2018,6,2,9,648
2018,6,2,99,453
2018,6,3,1,5072
2018,6,3,2,496
2018,6,3,3,60
2018,6,3,4,685
2018,6,3,5,98
2018,6,3,9,112
2018,6,3,99,123
2019,6,1,1,16783
2019,6,1,2,929
2019,6,1,3,65
2019,6,1,4,2665
2019,6,1,5,167
2019,6,1,9,213
2019,6,1,99,51
2019,6,2,1,33077
2019,6,2,2,1469
2019,6,2,3,104
2019,6,2,4,3575
2019,6,2,5,483
2019,6,2,9,700
2019,6,2,99,108
2019,6,3,1,5015
2019,6,3,2,553
2019,6,3,3,54
2019,6,3,4,743
2019,6,3,5,118
2019,6,3,9,134
2019,6,3,99,24
2020,6,1,1,16960
2020,6,1,2,944
2020,6,1,3,68
2020,6,1,4,2845
2020,6,1,5,191
2020,6,1,9,197
2020,6,1,99,55
2020,6,2,1,34699
2020,6,2,2,1654
2020,6,2,3,115
2020,6,2,4,3923
2020,6,2,5,535
2020,6,2,9,715
2020,6,2,99,422
2020,6,3,1,4736
2020,6,3,2,591
2020,6,3,3,77
2020,6,3,4,783
2020,6,3,5,136
2020,6,3,9,153
2020,6,3,99,137
2021,6,1,1,17761
2021,6,1,2,979
2021,6,1,3,72
2021,6,1,4,3116
2021,6,1,5,199
2021,6,1,9,179
2021,6,1,99,51
2021,6,2,1,34305
2021,6,2,2,1662
2021,6,2,3,116
2021,6,2,4,3935
2021,6,2,5,536
2021,6,2,9,706
2021,6,2,99,418
2021,6,3,1,5474
2021,6,3,2,698
2021,6,3,3,88
2021,6,3,4,988
2021,6,3,5,153
2021,6,3,9,132
2021,6,3,99,207
2022,6,1,1,17944
2022,6,1,2,998
2022,6,1,3,72
2022,6,1,4,3235
2022,6,1,5,195
2022,6,1,9,170
2022,6,1,99,50
2022,6,2,1,34345
2022,6,2,2,1657
2022,6,2,3,124
2022,6,2,4,3969
2022,6,2,5,551
2022,6,2,9,661
2022,6,2,99,400
2022,6,3,1,5416
2022,6,3,2,732
2022,6,3,3,84
2022,6,3,4,1020
2022,6,3,5,171
2022,6,3,9,152
2022,6,3,99,237
2023,6,1,1,13382
2023,6,1,2,810
2023,6,1,3,46
2023,6,1,4,2623
2023,6,1,5,143
2023,6,1,9,112
2023,6,1,99,34
2023,6,2,1,33177
2023,6,2,2,1658
2023,6,2,3,126
2023,6,2,4,3824
2023,6,2,5,543
2023,6,2,9,610
2023,6,2,99,298
2023,6,3,1,4166
2023,6,3,2,639
2023,6,3,3,53
2023,6,3,4,856
2023,6,3,5,147
2023,6,3,9,129
2023,6,3,99,159
2015,7,1,1,13222
2015,7,1,2,647
2015,7,1,3,49
2015,7,1,4,1764
2015,7,1,5,129
2015,7,1,9,74
2015,7,1,99,41
2015,7,2,1,24753
2015,7,2,2,866
2015,7,2,3,68
2015,7,2,4,2208
2015,7,2,5,372
2015,7,2,9,475
2015,7,2,99,-1
2015,7,3,1,3728
2015,7,3,2,244
2015,7,3,3,26
2015,7,3,4,313
