year,month,treatment,final_sex,N_ID
2015,1,1,1,8508
2015,1,1,2,6573
2015,1,1,99,40
2015,1,2,1,16226
2015,1,2,2,10869
2015,1,2,99,-1
2015,1,3,1,2272
2015,1,3,2,1517
2015,1,3,99,-1
2016,1,1,1,9246
2016,1,1,2,7010
2016,1,1,99,23
2016,1,2,1,18283
2016,1,2,2,12031
2016,1,2,99,286
2016,1,3,1,2973
2016,1,3,2,1752
2016,1,3,99,33
2017,1,1,1,9866
2017,1,1,2,7330
2017,1,1,99,39
2017,1,2,1,20101
2017,1,2,2,13444
2017,1,2,99,356
2017,1,3,1,3410
2017,1,3,2,2107
2017,1,3,99,76
2018,1,1,1,11339
2018,1,1,2,8850
2018,1,1,99,39
2018,1,2,1,21685
2018,1,2,2,14419
2018,1,2,99,450
2018,1,3,1,3813
2018,1,3,2,2600
2018,1,3,99,118
2019,1,1,1,11574
2019,1,1,2,8991
2019,1,1,99,47
2019,1,2,1,23180
2019,1,2,2,15233
2019,1,2,99,334
2019,1,3,1,3577
2019,1,3,2,2511
2019,1,3,99,72
2020,1,1,1,11705
2020,1,1,2,9045
2020,1,1,99,49
2020,1,2,1,25329
2020,1,2,2,16151
2020,1,2,99,465
2020,1,3,1,3905
2020,1,3,2,2848
2020,1,3,99,136
2021,1,1,1,12738
2021,1,1,2,9408
2021,1,1,99,52
2021,1,2,1,25536
2021,1,2,2,15989
2021,1,2,99,417
2021,1,3,1,3944
2021,1,3,2,2907
2021,1,3,99,179
2022,1,1,1,12924
2022,1,1,2,9339
2022,1,1,99,54
2022,1,2,1,25498
2022,1,2,2,15801
2022,1,2,99,420
2022,1,3,1,4100
2022,1,3,2,3223
2022,1,3,99,221
2015,2,1,1,8492
2015,2,1,2,6572
2015,2,1,99,44
2015,2,2,1,16238
2015,2,2,2,10905
2015,2,2,99,-1
2015,2,3,1,2278
2015,2,3,2,1509
2015,2,3,99,-1
2016,2,1,1,9337
2016,2,1,2,7048
2016,2,1,99,27
2016,2,2,1,18389
2016,2,2,2,12032
2016,2,2,99,322
2016,2,3,1,3036
2016,2,3,2,1756
2016,2,3,99,44
2017,2,1,1,9851
2017,2,1,2,7273
2017,2,1,99,39
2017,2,2,1,20123
2017,2,2,2,13451
2017,2,2,99,341
2017,2,3,1,3448
2017,2,3,2,2119
2017,2,3,99,77
2018,2,1,1,11333
2018,2,1,2,8817
2018,2,1,99,40
2018,2,2,1,21718
2018,2,2,2,14410
2018,2,2,99,446
2018,2,3,1,3787
2018,2,3,2,2575
2018,2,3,99,126
2019,2,1,1,11573
2019,2,1,2,8954
2019,2,1,99,48
2019,2,2,1,23083
2019,2,2,2,15269
2019,2,2,99,119
2019,2,3,1,3661
2019,2,3,2,2576
2019,2,3,99,23
2020,2,1,1,11780
2020,2,1,2,9089
2020,2,1,99,48
2020,2,2,1,25408
2020,2,2,2,16143
2020,2,2,99,443
2020,2,3,1,3928
2020,2,3,2,2818
2020,2,3,99,128
2021,2,1,1,12739
2021,2,1,2,9411
2021,2,1,99,54
2021,2,2,1,25399
2021,2,2,2,15869
2021,2,2,99,397
2021,2,3,1,3986
2021,2,3,2,2961
2021,2,3,99,183
2022,2,1,1,12911
2022,2,1,2,9319
2022,2,1,99,50
2022,2,2,1,25477
2022,2,2,2,15753
2022,2,2,99,409
2022,2,3,1,4104
2022,2,3,2,3212
2022,2,3,99,228
2015,3,1,1,8634
2015,3,1,2,6679
2015,3,1,99,45
2015,3,2,1,16531
2015,3,2,2,11056
2015,3,2,99,-1
2015,3,3,1,2419
2015,3,3,2,1577
2015,3,3,99,-1
2016,3,1,1,9406
2016,3,1,2,7104
2016,3,1,99,29
2016,3,2,1,18574
2016,3,2,2,12240
2016,3,2,99,343
2016,3,3,1,3145
2016,3,3,2,1861
2016,3,3,99,50
2017,3,1,1,9928
2017,3,1,2,7331
2017,3,1,99,45
2017,3,2,1,20423
2017,3,2,2,13621
2017,3,2,99,338
2017,3,3,1,3635
2017,3,3,2,2258
2017,3,3,99,82
2018,3,1,1,11298
2018,3,1,2,8789
2018,3,1,99,42
2018,3,2,1,21959
2018,3,2,2,14522
2018,3,2,99,453
2018,3,3,1,3879
2018,3,3,2,2588
2018,3,3,99,124
2019,3,1,1,11676
2019,3,1,2,9003
2019,3,1,99,53
2019,3,2,1,23335
2019,3,2,2,15398
2019,3,2,99,58
2019,3,3,1,3797
2019,3,3,2,2706
2019,3,3,99,13
2020,3,1,1,11814
2020,3,1,2,9132
2020,3,1,99,56
2020,3,2,1,25651
2020,3,2,2,16245
2020,3,2,99,450
2020,3,3,1,3980
2020,3,3,2,2846
2020,3,3,99,133
2021,3,1,1,12829
2021,3,1,2,9467
2021,3,1,99,51
2021,3,2,1,25519
2021,3,2,2,15849
2021,3,2,99,405
2021,3,3,1,4208
2021,3,3,2,3131
2021,3,3,99,194
2022,3,1,1,13100
2022,3,1,2,9399
2022,3,1,99,50
2022,3,2,1,25686
2022,3,2,2,15834
2022,3,2,99,408
2022,3,3,1,4245
2022,3,3,2,3382
2022,3,3,99,228
2015,4,1,1,8631
2015,4,1,2,6729
2015,4,1,99,47
2015,4,2,1,16805
2015,4,2,2,11178
2015,4,2,99,-1
2015,4,3,1,2518
2015,4,3,2,1648
2015,4,3,99,-1
2016,4,1,1,9360
2016,4,1,2,7122
2016,4,1,99,28
2016,4,2,1,18638
2016,4,2,2,12346
2016,4,2,99,337
2016,4,3,1,3166
2016,4,3,2,1907
2016,4,3,99,65
2017,4,1,1,9980
2017,4,1,2,7338
2017,4,1,99,48
2017,4,2,1,20526
2017,4,2,2,13707
2017,4,2,99,349
2017,4,3,1,3686
2017,4,3,2,2388
2017,4,3,99,92
2018,4,1,1,11375
2018,4,1,2,8851
2018,4,1,99,40
2018,4,2,1,22081
2018,4,2,2,14547
2018,4,2,99,450
2018,4,3,1,3856
2018,4,3,2,2566
2018,4,3,99,122
2019,4,1,1,11650
2019,4,1,2,9035
2019,4,1,99,56
2019,4,2,1,23508
2019,4,2,2,15503
2019,4,2,99,30
2019,4,3,1,3834
2019,4,3,2,2768
2019,4,3,99,-1
2020,4,1,1,11831
2020,4,1,2,9099
2020,4,1,99,53
2020,4,2,1,25717
2020,4,2,2,16211
2020,4,2,99,444
2020,4,3,1,3819
2020,4,3,2,2807
2020,4,3,99,136
2021,4,1,1,12754
2021,4,1,2,9387
2021,4,1,99,53
2021,4,2,1,25467
2021,4,2,2,15849
2021,4,2,99,407
2021,4,3,1,4271
2021,4,3,2,3213
2021,4,3,99,194
2022,4,1,1,13066
2022,4,1,2,9438
2022,4,1,99,52
2022,4,2,1,25648
2022,4,2,2,15850
2022,4,2,99,399
2022,4,3,1,4233
2022,4,3,2,3415
2022,4,3,99,245
2015,5,1,1,8577
2015,5,1,2,6757
2015,5,1,99,45
2015,5,2,1,16919
2015,5,2,2,11261
2015,5,2,99,-1
2015,5,3,1,2524
2015,5,3,2,1669
2015,5,3,99,-1
2016,5,1,1,9430
2016,5,1,2,7186
2016,5,1,99,31
2016,5,2,1,18808
2016,5,2,2,12476
2016,5,2,99,328
2016,5,3,1,3176
2016,5,3,2,1958
2016,5,3,99,70
2017,5,1,1,10032
2017,5,1,2,7419
2017,5,1,99,46
2017,5,2,1,20637
2017,5,2,2,13806
2017,5,2,99,361
2017,5,3,1,3773
2017,5,3,2,2500
2017,5,3,99,100
2018,5,1,1,11418
2018,5,1,2,8920
2018,5,1,99,44
2018,5,2,1,22278
2018,5,2,2,14642
2018,5,2,99,440
2018,5,3,1,3898
2018,5,3,2,2632
2018,5,3,99,125
2019,5,1,1,11680
2019,5,1,2,9039
2019,5,1,99,54
2019,5,2,1,23700
2019,5,2,2,15618
2019,5,2,99,26
2019,5,3,1,3817
2019,5,3,2,2836
2019,5,3,99,-1
2020,5,1,1,11880
2020,5,1,2,9097
2020,5,1,99,53
2020,5,2,1,25636
2020,5,2,2,16119
2020,5,2,99,424
2020,5,3,1,3699
2020,5,3,2,2763
2020,5,3,99,135
2021,5,1,1,12693
2021,5,1,2,9255
2021,5,1,99,51
2021,5,2,1,25324
2021,5,2,2,15854
2021,5,2,99,409
2021,5,3,1,4286
2021,5,3,2,3245
2021,5,3,99,200
2022,5,1,1,13013
2022,5,1,2,9382
2022,5,1,99,49
2022,5,2,1,25601
2022,5,2,2,15794
2022,5,2,99,393
2022,5,3,1,4190
2022,5,3,2,3478
2022,5,3,99,236
2015,6,1,1,8620
2015,6,1,2,6797
2015,6,1,99,43
2015,6,2,1,17086
2015,6,2,2,11379
2015,6,2,99,-1
2015,6,3,1,2571
2015,6,3,2,1739
2015,6,3,99,-1
2016,6,1,1,9474
2016,6,1,2,7200
2016,6,1,99,32
2016,6,2,1,19047
2016,6,2,2,12653
2016,6,2,99,323
2016,6,3,1,3150
2016,6,3,2,1968
2016,6,3,99,74
2017,6,1,1,11140
2017,6,1,2,8809
2017,6,1,99,46
2017,6,2,1,20711
2017,6,2,2,13899
2017,6,2,99,379
2017,6,3,1,3804
2017,6,3,2,2567
2017,6,3,99,102
2018,6,1,1,11389
2018,6,1,2,8906
2018,6,1,99,45
2018,6,2,1,22268
2018,6,2,2,14693
2018,6,2,99,453
2018,6,3,1,3884
2018,6,3,2,2639
2018,6,3,99,123
2019,6,1,1,11662
2019,6,1,2,9036
2019,6,1,99,51
2019,6,2,1,23745
2019,6,2,2,15668
2019,6,2,99,108
2019,6,3,1,3788
2019,6,3,2,2830
2019,6,3,99,24
2020,6,1,1,11959
2020,6,1,2,9079
2020,6,1,99,55
2020,6,2,1,25608
2020,6,2,2,16033
2020,6,2,99,422
2020,6,3,1,3663
2020,6,3,2,2821
2020,6,3,99,136
2021,6,1,1,12799
2021,6,1,2,9267
2021,6,1,99,51
2021,6,2,1,25380
2021,6,2,2,15876
2021,6,2,99,418
2021,6,3,1,4232
2021,6,3,2,3301
2021,6,3,99,206
2022,6,1,1,12921
2022,6,1,2,9334
2022,6,1,99,50
2022,6,2,1,25548
2022,6,2,2,15746
2022,6,2,99,400
2022,6,3,1,4134
2022,6,3,2,3439
2022,6,3,99,237
2015,7,1,1,8867
2015,7,1,2,6933
2015,7,1,99,41
2015,7,2,1,17243
2015,7,2,2,11509
2015,7,2,99,-1
2015,7,3,1,2662
2015,7,3,2,1759
2015,7,3,99,-1
2016,7,1,1,9511
2016,7,1,2,7230
2016,7,1,99,34
2016,7,2,1,19169
2016,7,2,2,12743
2016,7,2,99,332
2016,7,3,1,3127
2016,7,3,2,1909
2016,7,3,99,78
2017,7,1,1,11098
2017,7,1,2,8841
2017,7,1,99,48
2017,7,2,1,20742
2017,7,2,2,13931
2017,7,2,99,398
2017,7,3,1,3852
2017,7,3,2,2598
2017,7,3,99,93
2018,7,1,1,11435
2018,7,1,2,8868
2018,7,1,99,50
2018,7,2,1,22321
2018,7,2,2,14772
2018,7,2,99,453
2018,7,3,1,3794
2018,7,3,2,2582
2018,7,3,99,134
2019,7,1,1,11501
2019,7,1,2,8939
2019,7,1,99,52
2019,7,2,1,23975
2019,7,2,2,15773
2019,7,2,99,348
2019,7,3,1,3757
2019,7,3,2,2873
2019,7,3,99,79
2020,7,1,1,12030
2020,7,1,2,9117
2020,7,1,99,54
2020,7,2,1,25540
2020,7,2,2,15947
2020,7,2,99,417
2020,7,3,1,3677
2020,7,3,2,2858
2020,7,3,99,148
2021,7,1,1,12864
2021,7,1,2,9281
2021,7,1,99,53
2021,7,2,1,25328
2021,7,2,2,15887
2021,7,2,99,411
2021,7,3,1,4215
2021,7,3,2,3333
2021,7,3,99,213
2022,7,1,1,12771
2022,7,1,2,9233
2022,7,1,99,50
2022,7,2,1,25421
2022,7,2,2,15711
2022,7,2,99,393
2022,7,3,1,4075
2022,7,3,2,3415
2022,7,3,99,225
2015,8,1,1,8913
2015,8,1,2,6915
2015,8,1,99,39
2015,8,2,1,17353
2015,8,2,2,11557
2015,8,2,99,-1
2015,8,3,1,2726
2015,8,3,2,1739
2015,8,3,99,-1
2016,8,1,1,9564
2016,8,1,2,7224
2016,8,1,99,31
2016,8,2,1,19282
2016,8,2,2,12840
2016,8,2,99,333
2016,8,3,1,3130
2016,8,3,2,1909
2016,8,3,99,76
2017,8,1,1,11111
2017,8,1,2,8843
2017,8,1,99,46
2017,8,2,1,20884
2017,8,2,2,13986
2017,8,2,99,412
2017,8,3,1,3864
2017,8,3,2,2575
2017,8,3,99,96
2018,8,1,1,11458
2018,8,1,2,8895
2018,8,1,99,48
2018,8,2,1,22457
2018,8,2,2,14823
2018,8,2,99,445
2018,8,3,1,3701
2018,8,3,2,2519
2018,8,3,99,143
2019,8,1,1,11601
2019,8,1,2,8957
2019,8,1,99,50
2019,8,2,1,24152
2019,8,2,2,15826
2019,8,2,99,390
2019,8,3,1,3700
2019,8,3,2,2837
2019,8,3,99,102
2020,8,1,1,12126
2020,8,1,2,9150
2020,8,1,99,50
2020,8,2,1,25542
2020,8,2,2,15917
2020,8,2,99,419
2020,8,3,1,3693
2020,8,3,2,2851
2020,8,3,99,137
2021,8,1,1,12851
2021,8,1,2,9291
2021,8,1,99,56
2021,8,2,1,25352
2021,8,2,2,15872
2021,8,2,99,418
2021,8,3,1,4151
2021,8,3,2,3288
2021,8,3,99,216
2022,8,1,1,12669
2022,8,1,2,9147
2022,8,1,99,50
2022,8,2,1,25379
2022,8,2,2,15710
2022,8,2,99,382
2022,8,3,1,4074
2022,8,3,2,3337
2022,8,3,99,223
2015,9,1,1,8985
2015,9,1,2,6902
2015,9,1,99,40
2015,9,2,1,17477
2015,9,2,2,11663
2015,9,2,99,-1
2015,9,3,1,2747
2015,9,3,2,1728
2015,9,3,99,-1
2016,9,1,1,9670
2016,9,1,2,7243
2016,9,1,99,31
2016,9,2,1,19464
2016,9,2,2,12996
2016,9,2,99,338
2016,9,3,1,3166
2016,9,3,2,1913
2016,9,3,99,73
2017,9,1,1,11083
2017,9,1,2,8794
2017,9,1,99,49
2017,9,2,1,20891
2017,9,2,2,14032
2017,9,2,99,409
2017,9,3,1,3653
2017,9,3,2,2532
2017,9,3,99,94
2018,9,1,1,11433
2018,9,1,2,8895
2018,9,1,99,55
2018,9,2,1,22508
2018,9,2,2,14891
2018,9,2,99,462
2018,9,3,1,3633
2018,9,3,2,2460
2018,9,3,99,133
2019,9,1,1,11522
2019,9,1,2,8932
2019,9,1,99,55
2019,9,2,1,24300
2019,9,2,2,15894
2019,9,2,99,398
2019,9,3,1,3718
2019,9,3,2,2783
2019,9,3,99,123
2020,9,1,1,12206
2020,9,1,2,9207
2020,9,1,99,50
2020,9,2,1,25459
2020,9,2,2,15922
2020,9,2,99,408
2020,9,3,1,3749
2020,9,3,2,2859
2020,9,3,99,146
2021,9,1,1,12867
2021,9,1,2,9296
2021,9,1,99,54
2021,9,2,1,25395
2021,9,2,2,15865
2021,9,2,99,423
2021,9,3,1,4140
2021,9,3,2,3224
2021,9,3,99,218
2022,9,1,1,12572
2022,9,1,2,9134
2022,9,1,99,51
2022,9,2,1,25293
2022,9,2,2,15696
2022,9,2,9,-1
2022,9,2,99,362
2022,9,3,1,3994
2022,9,3,2,3306
2022,9,3,99,208
2015,10,1,1,9047
2015,10,1,2,6922
2015,10,1,99,33
2015,10,2,1,17707
2015,10,2,2,11753
2015,10,2,99,-1
2015,10,3,1,2824
2015,10,3,2,1771
2015,10,3,99,-1
2016,10,1,1,9811
2016,10,1,2,7297
2016,10,1,99,36
2016,10,2,1,19575
2016,10,2,2,13096
2016,10,2,99,338
2016,10,3,1,3222
2016,10,3,2,1969
2016,10,3,99,68
2017,10,1,1,11166
2017,10,1,2,8805
2017,10,1,99,46
2017,10,2,1,21122
2017,10,2,2,14180
2017,10,2,99,420
2017,10,3,1,3655
2017,10,3,2,2574
2017,10,3,99,95
2018,10,1,1,11547
2018,10,1,2,8955
2018,10,1,99,55
2018,10,2,1,22704
2018,10,2,2,15023
2018,10,2,99,463
2018,10,3,1,3786
2018,10,3,2,2559
2018,10,3,99,119
2019,10,1,1,11533
2019,10,1,2,8991
2019,10,1,99,51
2019,10,2,1,24618
2019,10,2,2,16064
2019,10,2,99,416
2019,10,3,1,3853
2019,10,3,2,2879
2019,10,3,99,132
2020,10,1,1,12371
2020,10,1,2,9245
2020,10,1,99,52
2020,10,2,1,25445
2020,10,2,2,15969
2020,10,2,99,414
2020,10,3,1,3831
2020,10,3,2,2855
2020,10,3,99,142
2021,10,1,1,12634
2021,10,1,2,9146
2021,10,1,99,54
2021,10,2,1,25465
2021,10,2,2,15835
2021,10,2,99,430
2021,10,3,1,4160
2021,10,3,2,3220
2021,10,3,99,223
2022,10,1,1,12384
2022,10,1,2,9090
2022,10,1,99,53
2022,10,2,1,25161
2022,10,2,2,15636
2022,10,2,9,-1
2022,10,2,99,360
2022,10,3,1,3945
2022,10,3,2,3242
2022,10,3,99,187
2015,11,1,1,9104
2015,11,1,2,6960
2015,11,1,99,31
2015,11,2,1,17775
2015,11,2,2,11858
2015,11,2,99,-1
2015,11,3,1,2827
2015,11,3,2,1773
2015,11,3,99,-1
2016,11,1,1,9868
2016,11,1,2,7346
2016,11,1,99,36
2016,11,2,1,19698
2016,11,2,2,13215
2016,11,2,99,340
2016,11,3,1,3281
2016,11,3,2,1975
2016,11,3,99,77
2017,11,1,1,11269
2017,11,1,2,8818
2017,11,1,99,44
2017,11,2,1,21178
2017,11,2,2,14244
2017,11,2,99,413
2017,11,3,1,3687
2017,11,3,2,2564
2017,11,3,99,107
2018,11,1,1,11545
2018,11,1,2,8952
2018,11,1,99,52
2018,11,2,1,22815
2018,11,2,2,15098
2018,11,2,99,448
2018,11,3,1,3703
2018,11,3,2,2558
2018,11,3,99,123
2019,11,1,1,11566
2019,11,1,2,9022
2019,11,1,99,52
2019,11,2,1,24833
2019,11,2,2,16070
2019,11,2,99,418
2019,11,3,1,3806
2019,11,3,2,2834
2019,11,3,99,129
2020,11,1,1,12506
2020,11,1,2,9316
2020,11,1,99,51
2020,11,2,1,25422
2020,11,2,2,15967
2020,11,2,99,411
2020,11,3,1,3828
2020,11,3,2,2869
2020,11,3,99,146
2021,11,1,1,12922
2021,11,1,2,9317
2021,11,1,99,54
2021,11,2,1,25473
2021,11,2,2,15822
2021,11,2,99,423
2021,11,3,1,4166
2021,11,3,2,3158
2021,11,3,99,227
2022,11,1,1,12108
2022,11,1,2,8866
2022,11,1,99,52
2022,11,2,1,25006
2022,11,2,2,15548
2022,11,2,9,-1
2022,11,2,99,350
2022,11,3,1,3818
2022,11,3,2,3190
2022,11,3,99,185
2015,12,1,1,9168
2015,12,1,2,6976
2015,12,1,99,29
2015,12,2,1,17958
2015,12,2,2,11906
2015,12,2,99,-1
2015,12,3,1,2814
2015,12,3,2,1720
2015,12,3,99,-1
2016,12,1,1,9896
2016,12,1,2,7344
2016,12,1,99,33
2016,12,2,1,19822
2016,12,2,2,13286
2016,12,2,99,348
2016,12,3,1,3274
2016,12,3,2,1975
2016,12,3,99,72
2017,12,1,1,11278
2017,12,1,2,8833
2017,12,1,99,43
2017,12,2,1,21317
2017,12,2,2,14258
2017,12,2,99,417
2017,12,3,1,3719
2017,12,3,2,2517
2017,12,3,99,112
2018,12,1,1,11484
2018,12,1,2,8956
2018,12,1,99,47
2018,12,2,1,22884
2018,12,2,2,15130
2018,12,2,99,423
2018,12,3,1,3504
2018,12,3,2,2452
2018,12,3,99,107
2019,12,1,1,11622
2019,12,1,2,9027
2019,12,1,99,50
2019,12,2,1,24982
2019,12,2,2,16072
2019,12,2,99,412
2019,12,3,1,3786
2019,12,3,2,2778
2019,12,3,99,127
2020,12,1,1,12627
2020,12,1,2,9370
2020,12,1,99,52
2020,12,2,1,25395
2020,12,2,2,15969
2020,12,2,99,410
2020,12,3,1,3861
2020,12,3,2,2882
2020,12,3,99,169
2021,12,1,1,12981
2021,12,1,2,9377
2021,12,1,99,58
2021,12,2,1,25518
2021,12,2,2,15769
2021,12,2,99,415
2021,12,3,1,4128
2021,12,3,2,3196
2021,12,3,99,236
2022,12,1,1,11624
2022,12,1,2,8599
2022,12,1,99,48
2022,12,2,1,24246
2022,12,2,2,15192
2022,12,2,99,340
2022,12,3,1,3443
2022,12,3,2,2943
2022,12,3,99,165
