year,month,treatment,age_grp_twenty,N_ID
2015,1,1,.,33
2015,1,1,1,26
2015,1,1,2,9271
2015,1,1,3,5177
2015,1,1,4,691
2015,1,1,5,-1
2015,1,2,.,83
2015,1,2,1,134
2015,1,2,2,15449
2015,1,2,3,10293
2015,1,2,4,1131
2015,1,2,5,-1
2015,1,3,.,17
2015,1,3,1,112
2015,1,3,2,2013
2015,1,3,3,1402
2015,1,3,4,249
2015,1,3,5,-1
2016,1,1,.,43
2016,1,1,1,28
2016,1,1,2,9703
2016,1,1,3,5772
2016,1,1,4,839
2016,1,1,5,-1
2016,1,2,.,145
2016,1,2,1,137
2016,1,2,2,16857
2016,1,2,3,11904
2016,1,2,4,1545
2016,1,2,5,-1
2016,1,3,.,24
2016,1,3,1,109
2016,1,3,2,2514
2016,1,3,3,1785
2016,1,3,4,317
2016,1,3,5,-1
2017,1,1,.,45
2017,1,1,1,29
2017,1,1,2,10033
2017,1,1,3,6259
2017,1,1,4,1013
2017,1,1,5,-1
2017,1,2,.,133
2017,1,2,1,113
2017,1,2,2,17972
2017,1,2,3,13643
2017,1,2,4,2026
2017,1,2,5,-1
2017,1,3,.,27
2017,1,3,1,100
2017,1,3,2,2994
2017,1,3,3,2040
2017,1,3,4,426
2017,1,3,5,-1
2018,1,1,.,47
2018,1,1,1,27
2018,1,1,2,11106
2018,1,1,3,7814
2018,1,1,4,1321
2018,1,1,5,-1
2018,1,2,.,159
2018,1,2,1,99
2018,1,2,2,18512
2018,1,2,3,15145
2018,1,2,4,2620
2018,1,2,5,-1
2018,1,3,.,31
2018,1,3,1,94
2018,1,3,2,3098
2018,1,3,3,2677
2018,1,3,4,622
2018,1,3,5,-1
2019,1,1,.,49
2019,1,1,1,34
2019,1,1,2,10893
2019,1,1,3,8235
2019,1,1,4,1516
2019,1,1,5,-1
2019,1,2,.,102
2019,1,2,1,85
2019,1,2,2,18588
2019,1,2,3,16625
2019,1,2,4,3325
2019,1,2,5,17
2019,1,3,.,20
2019,1,3,1,90
2019,1,3,2,2698
2019,1,3,3,2627
2019,1,3,4,714
2019,1,3,5,-1
2020,1,1,.,57
2020,1,1,1,25
2020,1,1,2,10528
2020,1,1,3,8638
2020,1,1,4,1715
2020,1,1,5,-1
2020,1,2,.,123
2020,1,2,1,92
2020,1,2,2,19145
2020,1,2,3,18542
2020,1,2,4,4020
2020,1,2,5,20
2020,1,3,.,29
2020,1,3,1,109
2020,1,3,2,2756
2020,1,3,3,3005
2020,1,3,4,969
2020,1,3,5,17
2021,1,1,.,66
2021,1,1,1,23
2021,1,1,2,10832
2021,1,1,3,9544
2021,1,1,4,1978
2021,1,1,5,-1
2021,1,2,.,132
2021,1,2,1,86
2021,1,2,2,17722
2021,1,2,3,19305
2021,1,2,4,4662
2021,1,2,5,34
2021,1,3,.,47
2021,1,3,1,121
2021,1,3,2,2639
2021,1,3,3,3091
2021,1,3,4,1110
2021,1,3,5,16
2022,1,1,.,53
2022,1,1,1,23
2022,1,1,2,10284
2022,1,1,3,10141
2022,1,1,4,2132
2022,1,1,5,-1
2022,1,2,.,140
2022,1,2,1,102
2022,1,2,2,16230
2022,1,2,3,19913
2022,1,2,4,5292
2022,1,2,5,44
2022,1,3,.,46
2022,1,3,1,117
2022,1,3,2,2750
2022,1,3,3,3377
2022,1,3,4,1234
2022,1,3,5,21
2023,1,1,.,38
2023,1,1,1,24
2023,1,1,2,8941
2023,1,1,3,10054
2023,1,1,4,2118
2023,1,1,5,-1
2023,1,2,.,169
2023,1,2,1,90
2023,1,2,2,14472
2023,1,2,3,20242
2023,1,2,4,5815
2023,1,2,5,48
2023,1,3,.,56
2023,1,3,1,135
2023,1,3,2,2389
2023,1,3,3,3296
2023,1,3,4,1290
2023,1,3,5,30
2015,2,1,.,35
2015,2,1,1,31
2015,2,1,2,9265
2015,2,1,3,5170
2015,2,1,4,685
2015,2,1,5,-1
2015,2,2,.,83
2015,2,2,1,147
2015,2,2,2,15476
2015,2,2,3,10295
2015,2,2,4,1133
2015,2,2,5,-1
2015,2,3,.,20
2015,2,3,1,126
2015,2,3,2,2011
2015,2,3,3,1399
2015,2,3,4,232
2015,2,3,5,-1
2016,2,1,.,45
2016,2,1,1,26
2016,2,1,2,9808
2016,2,1,3,5809
2016,2,1,4,833
2016,2,1,5,-1
2016,2,2,.,154
2016,2,2,1,138
2016,2,2,2,16926
2016,2,2,3,11971
2016,2,2,4,1543
2016,2,2,5,-1
2016,2,3,.,23
2016,2,3,1,113
2016,2,3,2,2579
2016,2,3,3,1799
2016,2,3,4,316
2016,2,3,5,-1
2017,2,1,.,40
2017,2,1,1,30
2017,2,1,2,10005
2017,2,1,3,6225
2017,2,1,4,1003
2017,2,1,5,-1
2017,2,2,.,126
2017,2,2,1,109
2017,2,2,2,17987
2017,2,2,3,13665
2017,2,2,4,2013
2017,2,2,5,-1
2017,2,3,.,22
2017,2,3,1,96
2017,2,3,2,2994
2017,2,3,3,2096
2017,2,3,4,430
2017,2,3,5,-1
2018,2,1,.,45
2018,2,1,1,28
2018,2,1,2,11129
2018,2,1,3,7761
2018,2,1,4,1313
2018,2,1,5,-1
2018,2,2,.,138
2018,2,2,1,95
2018,2,2,2,18535
2018,2,2,3,15180
2018,2,2,4,2607
2018,2,2,5,-1
2018,2,3,.,26
2018,2,3,1,102
2018,2,3,2,3080
2018,2,3,3,2642
2018,2,3,4,630
2018,2,3,5,-1
2019,2,1,.,57
2019,2,1,1,37
2019,2,1,2,10900
2019,2,1,3,8191
2019,2,1,4,1504
2019,2,1,5,-1
2019,2,2,.,90
2019,2,2,1,90
2019,2,2,2,18482
2019,2,2,3,16514
2019,2,2,4,3274
2019,2,2,5,16
2019,2,3,.,23
2019,2,3,1,95
2019,2,3,2,2738
2019,2,3,3,2690
2019,2,3,4,703
2019,2,3,5,-1
2020,2,1,.,53
2020,2,1,1,28
2020,2,1,2,10603
2020,2,1,3,8678
2020,2,1,4,1721
2020,2,1,5,-1
2020,2,2,.,123
2020,2,2,1,84
2020,2,2,2,19195
2020,2,2,3,18580
2020,2,2,4,3990
2020,2,2,5,20
2020,2,3,.,32
2020,2,3,1,108
2020,2,3,2,2725
2020,2,3,3,3043
2020,2,3,4,946
2020,2,3,5,17
2021,2,1,.,62
2021,2,1,1,28
2021,2,1,2,10886
2021,2,1,3,9516
2021,2,1,4,1942
2021,2,1,5,-1
2021,2,2,.,125
2021,2,2,1,82
2021,2,2,2,17607
2021,2,2,3,19207
2021,2,2,4,4613
2021,2,2,5,28
2021,2,3,.,46
2021,2,3,1,121
2021,2,3,2,2688
2021,2,3,3,3165
2021,2,3,4,1091
2021,2,3,5,15
2022,2,1,.,48
2022,2,1,1,24
2022,2,1,2,10264
2022,2,1,3,10132
2022,2,1,4,2105
2022,2,1,5,-1
2022,2,2,.,144
2022,2,2,1,106
2022,2,2,2,16249
2022,2,2,3,19835
2022,2,2,4,5263
2022,2,2,5,43
2022,2,3,.,44
2022,2,3,1,116
2022,2,3,2,2761
2022,2,3,3,3392
2022,2,3,4,1217
2022,2,3,5,18
2023,2,1,.,32
2023,2,1,1,25
2023,2,1,2,8833
2023,2,1,3,9936
2023,2,1,4,2064
2023,2,1,5,-1
2023,2,2,.,161
2023,2,2,1,89
2023,2,2,2,14407
2023,2,2,3,20146
2023,2,2,4,5754
2023,2,2,5,45
2023,2,3,.,58
2023,2,3,1,139
2023,2,3,2,2341
2023,2,3,3,3245
2023,2,3,4,1237
2023,2,3,5,28
2015,3,1,.,34
2015,3,1,1,36
2015,3,1,2,9438
2015,3,1,3,5249
2015,3,1,4,682
2015,3,1,5,-1
2015,3,2,.,81
2015,3,2,1,158
2015,3,2,2,15806
2015,3,2,3,10407
2015,3,2,4,1125
2015,3,2,5,-1
2015,3,3,.,17
2015,3,3,1,129
2015,3,3,2,2131
2015,3,3,3,1470
2015,3,3,4,251
2015,3,3,5,-1
2016,3,1,.,46
2016,3,1,1,28
2016,3,1,2,9911
2016,3,1,3,5829
2016,3,1,4,836
2016,3,1,5,-1
2016,3,2,.,150
2016,3,2,1,150
2016,3,2,2,17148
2016,3,2,3,12140
2016,3,2,4,1559
2016,3,2,5,-1
2016,3,3,.,19
2016,3,3,1,125
2016,3,3,2,2725
2016,3,3,3,1866
2016,3,3,4,314
2016,3,3,5,-1
2017,3,1,.,43
2017,3,1,1,34
2017,3,1,2,10161
2017,3,1,3,6215
2017,3,1,4,992
2017,3,1,5,-1
2017,3,2,.,123
2017,3,2,1,112
2017,3,2,2,18298
2017,3,2,3,13811
2017,3,2,4,2024
2017,3,2,5,-1
2017,3,3,.,26
2017,3,3,1,95
2017,3,3,2,3153
2017,3,3,3,2231
2017,3,3,4,461
2017,3,3,5,-1
2018,3,1,.,44
2018,3,1,1,34
2018,3,1,2,11109
2018,3,1,3,7720
2018,3,1,4,1304
2018,3,1,5,-1
2018,3,2,.,125
2018,3,2,1,108
2018,3,2,2,18726
2018,3,2,3,15330
2018,3,2,4,2627
2018,3,2,5,-1
2018,3,3,.,28
2018,3,3,1,109
2018,3,3,2,3133
2018,3,3,3,2676
2018,3,3,4,638
2018,3,3,5,-1
2019,3,1,.,57
2019,3,1,1,37
2019,3,1,2,10998
2019,3,1,3,8260
2019,3,1,4,1503
2019,3,1,5,-1
2019,3,2,.,96
2019,3,2,1,95
2019,3,2,2,18725
2019,3,2,3,16579
2019,3,2,4,3273
2019,3,2,5,17
2019,3,3,.,24
2019,3,3,1,90
2019,3,3,2,2866
2019,3,3,3,2786
2019,3,3,4,740
2019,3,3,5,-1
2020,3,1,.,55
2020,3,1,1,29
2020,3,1,2,10662
2020,3,1,3,8704
2020,3,1,4,1722
2020,3,1,5,-1
2020,3,2,.,125
2020,3,2,1,88
2020,3,2,2,19430
2020,3,2,3,18677
2020,3,2,4,4005
2020,3,2,5,20
2020,3,3,.,32
2020,3,3,1,117
2020,3,3,2,2770
2020,3,3,3,3087
2020,3,3,4,934
2020,3,3,5,16
2021,3,1,.,54
2021,3,1,1,29
2021,3,1,2,10979
2021,3,1,3,9549
2021,3,1,4,1958
2021,3,1,5,-1
2021,3,2,.,134
2021,3,2,1,85
2021,3,2,2,17655
2021,3,2,3,19255
2021,3,2,4,4611
2021,3,2,5,30
2021,3,3,.,49
2021,3,3,1,139
2021,3,3,2,2866
2021,3,3,3,3321
2021,3,3,4,1136
2021,3,3,5,17
2022,3,1,.,48
2022,3,1,1,26
2022,3,1,2,10383
2022,3,1,3,10274
2022,3,1,4,2113
2022,3,1,5,-1
2022,3,2,.,150
2022,3,2,1,111
2022,3,2,2,16430
2022,3,2,3,19907
2022,3,2,4,5292
2022,3,2,5,39
2022,3,3,.,53
2022,3,3,1,122
2022,3,3,2,2899
2022,3,3,3,3498
2022,3,3,4,1264
2022,3,3,5,22
2023,3,1,.,31
2023,3,1,1,24
2023,3,1,2,8836
2023,3,1,3,9866
2023,3,1,4,2035
2023,3,1,5,-1
2023,3,2,.,155
2023,3,2,1,95
2023,3,2,2,14498
2023,3,2,3,20176
2023,3,2,4,5779
2023,3,2,5,46
2023,3,3,.,58
2023,3,3,1,137
2023,3,3,2,2361
2023,3,3,3,3268
2023,3,3,4,1271
2023,3,3,5,25
2015,4,1,.,32
2015,4,1,1,42
2015,4,1,2,9456
2015,4,1,3,5289
2015,4,1,4,669
2015,4,1,5,-1
2015,4,2,.,77
2015,4,2,1,178
2015,4,2,2,15991
2015,4,2,3,10578
2015,4,2,4,1148
2015,4,2,5,-1
2015,4,3,.,18
2015,4,3,1,137
2015,4,3,2,2219
2015,4,3,3,1539
2015,4,3,4,257
2015,4,3,5,-1
2016,4,1,.,45
2016,4,1,1,28
2016,4,1,2,9907
2016,4,1,3,5822
2016,4,1,4,829
2016,4,1,5,-1
2016,4,2,.,142
2016,4,2,1,150
2016,4,2,2,17237
2016,4,2,3,12225
2016,4,2,4,1555
2016,4,2,5,-1
2016,4,3,.,17
2016,4,3,1,130
2016,4,3,2,2799
2016,4,3,3,1858
2016,4,3,4,327
2016,4,3,5,-1
2017,4,1,.,45
2017,4,1,1,37
2017,4,1,2,10208
2017,4,1,3,6219
2017,4,1,4,998
2017,4,1,5,-1
2017,4,2,.,124
2017,4,2,1,109
2017,4,2,2,18422
2017,4,2,3,13885
2017,4,2,4,2028
2017,4,2,5,-1
2017,4,3,.,28
2017,4,3,1,106
2017,4,3,2,3194
2017,4,3,3,2350
2017,4,3,4,480
2017,4,3,5,-1
2018,4,1,.,42
2018,4,1,1,40
2018,4,1,2,11177
2018,4,1,3,7778
2018,4,1,4,1316
2018,4,1,5,-1
2018,4,2,.,113
2018,4,2,1,107
2018,4,2,2,18792
2018,4,2,3,15391
2018,4,2,4,2657
2018,4,2,5,-1
2018,4,3,.,25
2018,4,3,1,112
2018,4,3,2,3101
2018,4,3,3,2664
2018,4,3,4,637
2018,4,3,5,-1
2019,4,1,.,58
2019,4,1,1,35
2019,4,1,2,11041
2019,4,1,3,8227
2019,4,1,4,1497
2019,4,1,5,-1
2019,4,2,.,94
2019,4,2,1,102
2019,4,2,2,18853
2019,4,2,3,16684
2019,4,2,4,3284
2019,4,2,5,17
2019,4,3,.,24
2019,4,3,1,87
2019,4,3,2,2922
2019,4,3,3,2820
2019,4,3,4,746
2019,4,3,5,-1
2020,4,1,.,59
2020,4,1,1,33
2020,4,1,2,10667
2020,4,1,3,8662
2020,4,1,4,1724
2020,4,1,5,-1
2020,4,2,.,130
2020,4,2,1,87
2020,4,2,2,19447
2020,4,2,3,18702
2020,4,2,4,3984
2020,4,2,5,21
2020,4,3,.,36
2020,4,3,1,115
2020,4,3,2,2686
2020,4,3,3,2996
2020,4,3,4,914
2020,4,3,5,13
2021,4,1,.,48
2021,4,1,1,26
2021,4,1,2,10908
2021,4,1,3,9497
2021,4,1,4,1933
2021,4,1,5,-1
2021,4,2,.,132
2021,4,2,1,84
2021,4,2,2,17626
2021,4,2,3,19233
2021,4,2,4,4616
2021,4,2,5,32
2021,4,3,.,45
2021,4,3,1,137
2021,4,3,2,2975
2021,4,3,3,3380
2021,4,3,4,1122
2021,4,3,5,17
2022,4,1,.,49
2022,4,1,1,32
2022,4,1,2,10418
2022,4,1,3,10272
2022,4,1,4,2092
2022,4,1,5,-1
2022,4,2,.,149
2022,4,2,1,114
2022,4,2,2,16443
2022,4,2,3,19874
2022,4,2,4,5284
2022,4,2,5,37
2022,4,3,.,61
2022,4,3,1,133
2022,4,3,2,2906
2022,4,3,3,3508
2022,4,3,4,1264
2022,4,3,5,22
2023,4,1,.,31
2023,4,1,1,22
2023,4,1,2,8225
2023,4,1,3,9154
2023,4,1,4,1948
2023,4,1,5,-1
2023,4,2,.,145
2023,4,2,1,103
2023,4,2,2,14374
2023,4,2,3,20111
2023,4,2,4,5721
2023,4,2,5,48
2023,4,3,.,60
2023,4,3,1,128
2023,4,3,2,2251
2023,4,3,3,3163
2023,4,3,4,1271
2023,4,3,5,23
2015,5,1,.,31
2015,5,1,1,44
2015,5,1,2,9419
2015,5,1,3,5293
2015,5,1,4,673
2015,5,1,5,-1
2015,5,2,.,80
2015,5,2,1,183
2015,5,2,2,16098
2015,5,2,3,10650
2015,5,2,4,1159
2015,5,2,5,-1
2015,5,3,.,17
2015,5,3,1,137
2015,5,3,2,2235
2015,5,3,3,1549
2015,5,3,4,262
2015,5,3,5,-1
2016,5,1,.,44
2016,5,1,1,26
2016,5,1,2,10023
2016,5,1,3,5844
2016,5,1,4,834
2016,5,1,5,-1
2016,5,2,.,129
2016,5,2,1,156
2016,5,2,2,17434
2016,5,2,3,12309
2016,5,2,4,1573
2016,5,2,5,-1
2016,5,3,.,15
2016,5,3,1,130
2016,5,3,2,2854
2016,5,3,3,1879
2016,5,3,4,319
2016,5,3,5,-1
2017,5,1,.,41
2017,5,1,1,40
2017,5,1,2,10293
2017,5,1,3,6271
2017,5,1,4,996
2017,5,1,5,-1
2017,5,2,.,119
2017,5,2,1,106
2017,5,2,2,18507
2017,5,2,3,14016
2017,5,2,4,2043
2017,5,2,5,-1
2017,5,3,.,29
2017,5,3,1,110
2017,5,3,2,3268
2017,5,3,3,2452
2017,5,3,4,504
2017,5,3,5,-1
2018,5,1,.,45
2018,5,1,1,42
2018,5,1,2,11267
2018,5,1,3,7813
2018,5,1,4,1303
2018,5,1,5,-1
2018,5,2,.,111
2018,5,2,1,102
2018,5,2,2,18970
2018,5,2,3,15477
2018,5,2,4,2685
2018,5,2,5,-1
2018,5,3,.,23
2018,5,3,1,116
2018,5,3,2,3139
2018,5,3,3,2730
2018,5,3,4,642
2018,5,3,5,-1
2019,5,1,.,56
2019,5,1,1,35
2019,5,1,2,11084
2019,5,1,3,8235
2019,5,1,4,1487
2019,5,1,5,-1
2019,5,2,.,92
2019,5,2,1,100
2019,5,2,2,19012
2019,5,2,3,16792
2019,5,2,4,3328
2019,5,2,5,16
2019,5,3,.,25
2019,5,3,1,100
2019,5,3,2,2946
2019,5,3,3,2819
2019,5,3,4,763
2019,5,3,5,-1
2020,5,1,.,59
2020,5,1,1,31
2020,5,1,2,10718
2020,5,1,3,8664
2020,5,1,4,1720
2020,5,1,5,-1
2020,5,2,.,125
2020,5,2,1,87
2020,5,2,2,19305
2020,5,2,3,18657
2020,5,2,4,3984
2020,5,2,5,20
2020,5,3,.,36
2020,5,3,1,116
2020,5,3,2,2599
2020,5,3,3,2940
2020,5,3,4,892
2020,5,3,5,11
2021,5,1,.,48
2021,5,1,1,29
2021,5,1,2,10822
2021,5,1,3,9432
2021,5,1,4,1888
2021,5,1,5,-1
2021,5,2,.,134
2021,5,2,1,94
2021,5,2,2,17545
2021,5,2,3,19165
2021,5,2,4,4619
2021,5,2,5,32
2021,5,3,.,49
2021,5,3,1,146
2021,5,3,2,2975
2021,5,3,3,3414
2021,5,3,4,1127
2021,5,3,5,19
2022,5,1,.,47
2022,5,1,1,31
2022,5,1,2,10372
2022,5,1,3,10230
2022,5,1,4,2087
2022,5,1,5,-1
2022,5,2,.,146
2022,5,2,1,111
2022,5,2,2,16379
2022,5,2,3,19831
2022,5,2,4,5291
2022,5,2,5,37
2022,5,3,.,59
2022,5,3,1,144
2022,5,3,2,2886
2022,5,3,3,3536
2022,5,3,4,1256
2022,5,3,5,23
2023,5,1,.,29
2023,5,1,1,21
2023,5,1,2,7220
2023,5,1,3,8059
2023,5,1,4,1757
2023,5,1,5,-1
2023,5,2,.,143
2023,5,2,1,104
2023,5,2,2,14275
2023,5,2,3,20083
2023,5,2,4,5714
2023,5,2,5,48
2023,5,3,.,59
2023,5,3,1,119
2023,5,3,2,2022
2023,5,3,3,2940
2023,5,3,4,1243
2023,5,3,5,26
2015,6,1,.,33
2015,6,1,1,48
2015,6,1,2,9466
2015,6,1,3,5318
2015,6,1,4,678
2015,6,1,5,-1
2015,6,2,.,85
2015,6,2,1,188
2015,6,2,2,16283
2015,6,2,3,10728
2015,6,2,4,1171
2015,6,2,5,-1
2015,6,3,.,19
2015,6,3,1,133
2015,6,3,2,2279
2015,6,3,3,1620
2015,6,3,4,263
2015,6,3,5,-1
2016,6,1,.,46
2016,6,1,1,29
2016,6,1,2,10071
2016,6,1,3,5860
2016,6,1,4,825
2016,6,1,5,-1
2016,6,2,.,121
2016,6,2,1,167
2016,6,2,2,17691
2016,6,2,3,12444
2016,6,2,4,1587
2016,6,2,5,-1
2016,6,3,.,12
2016,6,3,1,138
2016,6,3,2,2844
2016,6,3,3,1887
2016,6,3,4,305
2016,6,3,5,-1
2017,6,1,.,38
2017,6,1,1,49
2017,6,1,2,11465
2017,6,1,3,7390
2017,6,1,4,1133
2017,6,1,5,-1
2017,6,2,.,116
2017,6,2,1,115
2017,6,2,2,18576
2017,6,2,3,14100
2017,6,2,4,2071
2017,6,2,5,-1
2017,6,3,.,31
2017,6,3,1,125
2017,6,3,2,3262
2017,6,3,3,2527
2017,6,3,4,519
2017,6,3,5,-1
2018,6,1,.,45
2018,6,1,1,41
2018,6,1,2,11244
2018,6,1,3,7808
2018,6,1,4,1295
2018,6,1,5,-1
2018,6,2,.,109
2018,6,2,1,102
2018,6,2,2,18992
2018,6,2,3,15498
2018,6,2,4,2699
2018,6,2,5,11
2018,6,3,.,26
2018,6,3,1,114
2018,6,3,2,3127
2018,6,3,3,2737
2018,6,3,4,639
2018,6,3,5,-1
2019,6,1,.,58
2019,6,1,1,36
2019,6,1,2,11062
2019,6,1,3,8233
2019,6,1,4,1482
2019,6,1,5,-1
2019,6,2,.,97
2019,6,2,1,103
2019,6,2,2,19110
2019,6,2,3,16858
2019,6,2,4,3331
2019,6,2,5,17
2019,6,3,.,28
2019,6,3,1,108
2019,6,3,2,2945
2019,6,3,3,2784
2019,6,3,4,770
2019,6,3,5,-1
2020,6,1,.,59
2020,6,1,1,28
2020,6,1,2,10755
2020,6,1,3,8684
2020,6,1,4,1731
2020,6,1,5,-1
2020,6,2,.,116
2020,6,2,1,93
2020,6,2,2,19128
2020,6,2,3,18710
2020,6,2,4,3995
2020,6,2,5,21
2020,6,3,.,35
2020,6,3,1,115
2020,6,3,2,2590
2020,6,3,3,2967
2020,6,3,4,897
2020,6,3,5,-1
2021,6,1,.,46
2021,6,1,1,28
2021,6,1,2,10898
2021,6,1,3,9493
2021,6,1,4,1888
2021,6,1,5,-1
2021,6,2,.,136
2021,6,2,1,106
2021,6,2,2,17570
2021,6,2,3,19211
2021,6,2,4,4623
2021,6,2,5,32
2021,6,3,.,49
2021,6,3,1,143
2021,6,3,2,3025
2021,6,3,3,3399
2021,6,3,4,1106
2021,6,3,5,18
2022,6,1,.,46
2022,6,1,1,30
2022,6,1,2,10350
2022,6,1,3,10164
2022,6,1,4,2071
2022,6,1,5,-1
2022,6,2,.,145
2022,6,2,1,116
2022,6,2,2,16355
2022,6,2,3,19780
2022,6,2,4,5275
2022,6,2,5,36
2022,6,3,.,67
2022,6,3,1,139
2022,6,3,2,2861
2022,6,3,3,3475
2022,6,3,4,1248
2022,6,3,5,22
2023,6,1,.,28
2023,6,1,1,25
2023,6,1,2,7177
2023,6,1,3,8125
2023,6,1,4,1791
2023,6,1,5,-1
2023,6,2,.,142
2023,6,2,1,103
2023,6,2,2,14255
2023,6,2,3,20021
2023,6,2,4,5665
2023,6,2,5,50
2023,6,3,.,52
2023,6,3,1,127
2023,6,3,2,1910
2023,6,3,3,2811
2023,6,3,4,1224
2023,6,3,5,25
2015,7,1,.,38
2015,7,1,1,52
2015,7,1,2,9693
2015,7,1,3,5453
2015,7,1,4,688
2015,7,1,5,-1
2015,7,2,.,91
2015,7,2,1,192
2015,7,2,2,16453
2015,7,2,3,10816
2015,7,2,4,1189
2015,7,2,5,-1
2015,7,3,.,25
2015,7,3,1,139
2015,7,3,2,2359
