year,month,treatment,age_grp_twenty,N_ID
2015,7,3,3,1639
2015,7,3,4,259
2015,7,3,5,-1
2016,7,1,.,46
2016,7,1,1,28
2016,7,1,2,10099
2016,7,1,3,5903
2016,7,1,4,825
2016,7,1,5,-1
2016,7,2,.,124
2016,7,2,1,175
2016,7,2,2,17804
2016,7,2,3,12534
2016,7,2,4,1594
2016,7,2,5,-1
2016,7,3,.,19
2016,7,3,1,139
2016,7,3,2,2790
2016,7,3,3,1863
2016,7,3,4,296
2016,7,3,5,-1
2017,7,1,.,38
2017,7,1,1,49
2017,7,1,2,11434
2017,7,1,3,7412
2017,7,1,4,1133
2017,7,1,5,-1
2017,7,2,.,119
2017,7,2,1,115
2017,7,2,2,18596
2017,7,2,3,14139
2017,7,2,4,2091
2017,7,2,5,-1
2017,7,3,.,30
2017,7,3,1,126
2017,7,3,2,3309
2017,7,3,3,2546
2017,7,3,4,525
2017,7,3,5,-1
2018,7,1,.,46
2018,7,1,1,44
2018,7,1,2,11228
2018,7,1,3,7830
2018,7,1,4,1297
2018,7,1,5,-1
2018,7,2,.,112
2018,7,2,1,103
2018,7,2,2,19037
2018,7,2,3,15540
2018,7,2,4,2741
2018,7,2,5,-1
2018,7,3,.,22
2018,7,3,1,112
2018,7,3,2,3082
2018,7,3,3,2675
2018,7,3,4,617
2018,7,3,5,-1
2019,7,1,.,61
2019,7,1,1,36
2019,7,1,2,10932
2019,7,1,3,8129
2019,7,1,4,1474
2019,7,1,5,-1
2019,7,2,.,94
2019,7,2,1,105
2019,7,2,2,19436
2019,7,2,3,17071
2019,7,2,4,3367
2019,7,2,5,18
2019,7,3,.,24
2019,7,3,1,111
2019,7,3,2,2946
2019,7,3,3,2823
2019,7,3,4,800
2019,7,3,5,-1
2020,7,1,.,55
2020,7,1,1,28
2020,7,1,2,10845
2020,7,1,3,8708
2020,7,1,4,1738
2020,7,1,5,-1
2020,7,2,.,119
2020,7,2,1,92
2020,7,2,2,19067
2020,7,2,3,18642
2020,7,2,4,3968
2020,7,2,5,20
2020,7,3,.,32
2020,7,3,1,112
2020,7,3,2,2635
2020,7,3,3,2983
2020,7,3,4,907
2020,7,3,5,-1
2021,7,1,.,48
2021,7,1,1,27
2021,7,1,2,10971
2021,7,1,3,9496
2021,7,1,4,1888
2021,7,1,5,-1
2021,7,2,.,131
2021,7,2,1,107
2021,7,2,2,17570
2021,7,2,3,19162
2021,7,2,4,4628
2021,7,2,5,33
2021,7,3,.,51
2021,7,3,1,139
2021,7,3,2,2993
2021,7,3,3,3465
2021,7,3,4,1097
2021,7,3,5,16
2022,7,1,.,43
2022,7,1,1,33
2022,7,1,2,10297
2022,7,1,3,10060
2022,7,1,4,2032
2022,7,1,5,-1
2022,7,2,.,141
2022,7,2,1,115
2022,7,2,2,16279
2022,7,2,3,19721
2022,7,2,4,5248
2022,7,2,5,37
2022,7,3,.,67
2022,7,3,1,138
2022,7,3,2,2816
2022,7,3,3,3442
2022,7,3,4,1231
2022,7,3,5,23
2023,7,1,.,27
2023,7,1,1,25
2023,7,1,2,7074
2023,7,1,3,7990
2023,7,1,4,1760
2023,7,1,5,-1
2023,7,2,.,137
2023,7,2,1,108
2023,7,2,2,14233
2023,7,2,3,19990
2023,7,2,4,5659
2023,7,2,5,50
2023,7,3,.,52
2023,7,3,1,124
2023,7,3,2,1871
2023,7,3,3,2725
2023,7,3,4,1194
2023,7,3,5,25
2015,8,1,.,38
2015,8,1,1,51
2015,8,1,2,9725
2015,8,1,3,5449
2015,8,1,4,689
2015,8,1,5,-1
2015,8,2,.,99
2015,8,2,1,197
2015,8,2,2,16569
2015,8,2,3,10831
2015,8,2,4,1203
2015,8,2,5,-1
2015,8,3,.,26
2015,8,3,1,144
2015,8,3,2,2377
2015,8,3,3,1659
2015,8,3,4,264
2015,8,3,5,-1
2016,8,1,.,44
2016,8,1,1,35
2016,8,1,2,10156
2016,8,1,3,5907
2016,8,1,4,809
2016,8,1,5,-1
2016,8,2,.,119
2016,8,2,1,173
2016,8,2,2,17969
2016,8,2,3,12596
2016,8,2,4,1585
2016,8,2,5,-1
2016,8,3,.,26
2016,8,3,1,133
2016,8,3,2,2805
2016,8,3,3,1857
2016,8,3,4,286
2016,8,3,5,-1
2017,8,1,.,37
2017,8,1,1,46
2017,8,1,2,11439
2017,8,1,3,7438
2017,8,1,4,1119
2017,8,1,5,-1
2017,8,2,.,131
2017,8,2,1,121
2017,8,2,2,18682
2017,8,2,3,14239
2017,8,2,4,2097
2017,8,2,5,-1
2017,8,3,.,30
2017,8,3,1,120
2017,8,3,2,3298
2017,8,3,3,2541
2017,8,3,4,537
2017,8,3,5,-1
2018,8,1,.,50
2018,8,1,1,44
2018,8,1,2,11222
2018,8,1,3,7873
2018,8,1,4,1305
2018,8,1,5,-1
2018,8,2,.,105
2018,8,2,1,108
2018,8,2,2,19133
2018,8,2,3,15610
2018,8,2,4,2757
2018,8,2,5,-1
2018,8,3,.,18
2018,8,3,1,111
2018,8,3,2,3011
2018,8,3,3,2613
2018,8,3,4,605
2018,8,3,5,-1
2019,8,1,.,64
2019,8,1,1,39
2019,8,1,2,10993
2019,8,1,3,8177
2019,8,1,4,1478
2019,8,1,5,-1
2019,8,2,.,99
2019,8,2,1,107
2019,8,2,2,19576
2019,8,2,3,17177
2019,8,2,4,3386
2019,8,2,5,18
2019,8,3,.,22
2019,8,3,1,101
2019,8,3,2,2916
2019,8,3,3,2786
2019,8,3,4,808
2019,8,3,5,-1
2020,8,1,.,54
2020,8,1,1,28
2020,8,1,2,10909
2020,8,1,3,8761
2020,8,1,4,1751
2020,8,1,5,-1
2020,8,2,.,123
2020,8,2,1,97
2020,8,2,2,19085
2020,8,2,3,18594
2020,8,2,4,3962
2020,8,2,5,19
2020,8,3,.,32
2020,8,3,1,112
2020,8,3,2,2665
2020,8,3,3,2941
2020,8,3,4,913
2020,8,3,5,13
2021,8,1,.,47
2021,8,1,1,28
2021,8,1,2,10958
2021,8,1,3,9523
2021,8,1,4,1881
2021,8,1,5,-1
2021,8,2,.,123
2021,8,2,1,113
2021,8,2,2,17620
2021,8,2,3,19148
2021,8,2,4,4613
2021,8,2,5,31
2021,8,3,.,49
2021,8,3,1,139
2021,8,3,2,2960
2021,8,3,3,3406
2021,8,3,4,1079
2021,8,3,5,17
2022,8,1,.,43
2022,8,1,1,32
2022,8,1,2,10259
2022,8,1,3,9988
2022,8,1,4,2007
2022,8,1,5,-1
2022,8,2,.,136
2022,8,2,1,116
2022,8,2,2,16292
2022,8,2,3,19697
2022,8,2,4,5215
2022,8,2,5,38
2022,8,3,.,66
2022,8,3,1,140
2022,8,3,2,2816
2022,8,3,3,3393
2022,8,3,4,1203
2022,8,3,5,23
2023,8,1,.,24
2023,8,1,1,25
2023,8,1,2,6904
2023,8,1,3,7798
2023,8,1,4,1719
2023,8,1,5,-1
2023,8,2,.,141
2023,8,2,1,110
2023,8,2,2,14132
2023,8,2,3,19939
2023,8,2,4,5642
2023,8,2,5,53
2023,8,3,.,52
2023,8,3,1,135
2023,8,3,2,1824
2023,8,3,3,2706
2023,8,3,4,1168
2023,8,3,5,23
2015,9,1,.,43
2015,9,1,1,54
2015,9,1,2,9767
2015,9,1,3,5464
2015,9,1,4,689
2015,9,1,5,-1
2015,9,2,.,100
2015,9,2,1,198
2015,9,2,2,16747
2015,9,2,3,10883
2015,9,2,4,1204
2015,9,2,5,-1
2015,9,3,.,24
2015,9,3,1,145
2015,9,3,2,2343
2015,9,3,3,1703
2015,9,3,4,267
2015,9,3,5,-1
2016,9,1,.,47
2016,9,1,1,41
2016,9,1,2,10237
2016,9,1,3,5941
2016,9,1,4,812
2016,9,1,5,-1
2016,9,2,.,125
2016,9,2,1,168
2016,9,2,2,18148
2016,9,2,3,12744
2016,9,2,4,1601
2016,9,2,5,-1
2016,9,3,.,27
2016,9,3,1,140
2016,9,3,2,2858
2016,9,3,3,1835
2016,9,3,4,286
2016,9,3,5,-1
2017,9,1,.,37
2017,9,1,1,48
2017,9,1,2,11374
2017,9,1,3,7447
2017,9,1,4,1107
2017,9,1,5,-1
2017,9,2,.,135
2017,9,2,1,135
2017,9,2,2,18704
2017,9,2,3,14232
2017,9,2,4,2115
2017,9,2,5,-1
2017,9,3,.,30
2017,9,3,1,114
2017,9,3,2,3122
2017,9,3,3,2480
2017,9,3,4,524
2017,9,3,5,-1
2018,9,1,.,51
2018,9,1,1,46
2018,9,1,2,11215
2018,9,1,3,7870
2018,9,1,4,1299
2018,9,1,5,-1
2018,9,2,.,101
2018,9,2,1,118
2018,9,2,2,19175
2018,9,2,3,15675
2018,9,2,4,2780
2018,9,2,5,-1
2018,9,3,.,17
2018,9,3,1,106
2018,9,3,2,2964
2018,9,3,3,2555
2018,9,3,4,580
2018,9,3,5,-1
2019,9,1,.,61
2019,9,1,1,37
2019,9,1,2,10983
2019,9,1,3,8108
2019,9,1,4,1462
2019,9,1,5,-1
2019,9,2,.,104
2019,9,2,1,116
2019,9,2,2,19708
2019,9,2,3,17258
2019,9,2,4,3385
2019,9,2,5,18
2019,9,3,.,23
2019,9,3,1,103
2019,9,3,2,2890
2019,9,3,3,2810
2019,9,3,4,791
2019,9,3,5,-1
2020,9,1,.,55
2020,9,1,1,31
2020,9,1,2,11011
2020,9,1,3,8818
2020,9,1,4,1732
2020,9,1,5,-1
2020,9,2,.,118
2020,9,2,1,95
2020,9,2,2,19060
2020,9,2,3,18531
2020,9,2,4,3963
2020,9,2,5,21
2020,9,3,.,35
2020,9,3,1,115
2020,9,3,2,2700
2020,9,3,3,2957
2020,9,3,4,926
2020,9,3,5,14
2021,9,1,.,49
2021,9,1,1,26
2021,9,1,2,10967
2021,9,1,3,9548
2021,9,1,4,1869
2021,9,1,5,-1
2021,9,2,.,125
2021,9,2,1,119
2021,9,2,2,17615
2021,9,2,3,19152
2021,9,2,4,4644
2021,9,2,5,32
2021,9,3,.,46
2021,9,3,1,138
2021,9,3,2,2893
2021,9,3,3,3389
2021,9,3,4,1097
2021,9,3,5,15
2022,9,1,.,39
2022,9,1,1,30
2022,9,1,2,10240
2022,9,1,3,9963
2022,9,1,4,1979
2022,9,1,5,-1
2022,9,2,.,136
2022,9,2,1,120
2022,9,2,2,16253
2022,9,2,3,19631
2022,9,2,4,5204
2022,9,2,5,37
2022,9,3,.,57
2022,9,3,1,140
2022,9,3,2,2761
2022,9,3,3,3368
2022,9,3,4,1163
2022,9,3,5,24
2023,9,1,.,21
2023,9,1,1,22
2023,9,1,2,6685
2023,9,1,3,7655
2023,9,1,4,1648
2023,9,1,5,-1
2023,9,2,.,144
2023,9,2,1,105
2023,9,2,2,14078
2023,9,2,3,19837
2023,9,2,4,5640
2023,9,2,5,55
2023,9,3,.,52
2023,9,3,1,124
2023,9,3,2,1814
2023,9,3,3,2680
2023,9,3,4,1136
2023,9,3,5,27
2015,10,1,.,40
2015,10,1,1,59
2015,10,1,2,9807
2015,10,1,3,5503
2015,10,1,4,685
2015,10,1,5,-1
2015,10,2,.,111
2015,10,2,1,208
2015,10,2,2,16913
2015,10,2,3,11011
2015,10,2,4,1208
2015,10,2,5,-1
2015,10,3,.,23
2015,10,3,1,152
2015,10,3,2,2444
2015,10,3,3,1725
2015,10,3,4,256
2015,10,3,5,-1
2016,10,1,.,51
2016,10,1,1,46
2016,10,1,2,10366
2016,10,1,3,5993
2016,10,1,4,820
2016,10,1,5,-1
2016,10,2,.,125
2016,10,2,1,166
2016,10,2,2,18256
2016,10,2,3,12838
2016,10,2,4,1611
2016,10,2,5,-1
2016,10,3,.,21
2016,10,3,1,146
2016,10,3,2,2964
2016,10,3,3,1826
2016,10,3,4,299
2016,10,3,5,-1
2017,10,1,.,40
2017,10,1,1,52
2017,10,1,2,11465
2017,10,1,3,7444
2017,10,1,4,1105
2017,10,1,5,-1
2017,10,2,.,147
2017,10,2,1,153
2017,10,2,2,18899
2017,10,2,3,14384
2017,10,2,4,2128
2017,10,2,5,-1
2017,10,3,.,33
2017,10,3,1,116
2017,10,3,2,3105
2017,10,3,3,2523
2017,10,3,4,542
2017,10,3,5,-1
2018,10,1,.,50
2018,10,1,1,47
2018,10,1,2,11343
2018,10,1,3,7929
2018,10,1,4,1292
2018,10,1,5,-1
2018,10,2,.,110
2018,10,2,1,121
2018,10,2,2,19380
2018,10,2,3,15773
2018,10,2,4,2792
2018,10,2,5,12
2018,10,3,.,16
2018,10,3,1,111
2018,10,3,2,3064
2018,10,3,3,2642
2018,10,3,4,629
2018,10,3,5,-1
2019,10,1,.,56
2019,10,1,1,39
2019,10,1,2,11007
2019,10,1,3,8168
2019,10,1,4,1463
2019,10,1,5,-1
2019,10,2,.,102
2019,10,2,1,128
2019,10,2,2,19994
2019,10,2,3,17415
2019,10,2,4,3437
2019,10,2,5,18
2019,10,3,.,26
2019,10,3,1,106
2019,10,3,2,2970
2019,10,3,3,2921
2019,10,3,4,826
2019,10,3,5,11
2020,10,1,.,59
2020,10,1,1,34
2020,10,1,2,11191
2020,10,1,3,8866
2020,10,1,4,1699
2020,10,1,5,-1
2020,10,2,.,120
2020,10,2,1,98
2020,10,2,2,19073
2020,10,2,3,18539
2020,10,2,4,3975
2020,10,2,5,20
2020,10,3,.,37
2020,10,3,1,122
2020,10,3,2,2721
2020,10,3,3,3008
2020,10,3,4,923
2020,10,3,5,13
2021,10,1,.,48
2021,10,1,1,25
2021,10,1,2,10942
2021,10,1,3,9320
2021,10,1,4,1776
2021,10,1,5,-1
2021,10,2,.,123
2021,10,2,1,125
2021,10,2,2,17660
2021,10,2,3,19175
2021,10,2,4,4615
2021,10,2,5,34
2021,10,3,.,46
2021,10,3,1,137
2021,10,3,2,2911
2021,10,3,3,3373
2021,10,3,4,1117
2021,10,3,5,19
2022,10,1,.,40
2022,10,1,1,29
2022,10,1,2,10179
2022,10,1,3,9883
2022,10,1,4,1956
2022,10,1,5,-1
2022,10,2,.,142
2022,10,2,1,124
2022,10,2,2,16174
2022,10,2,3,19553
2022,10,2,4,5167
2022,10,2,5,38
2022,10,3,.,47
2022,10,3,1,145
2022,10,3,2,2681
2022,10,3,3,3318
2022,10,3,4,1169
2022,10,3,5,26
2023,10,1,.,21
2023,10,1,1,23
2023,10,1,2,6573
2023,10,1,3,7454
2023,10,1,4,1587
2023,10,1,5,-1
2023,10,2,.,146
2023,10,2,1,106
2023,10,2,2,14083
2023,10,2,3,19805
2023,10,2,4,5625
2023,10,2,5,54
2023,10,3,.,53
2023,10,3,1,119
2023,10,3,2,1806
2023,10,3,3,2726
2023,10,3,4,1162
2023,10,3,5,27
2015,11,1,.,44
2015,11,1,1,64
2015,11,1,2,9846
2015,11,1,3,5541
2015,11,1,4,695
2015,11,1,5,-1
2015,11,2,.,115
2015,11,2,1,210
2015,11,2,2,17018
2015,11,2,3,11068
2015,11,2,4,1213
2015,11,2,5,-1
2015,11,3,.,18
2015,11,3,1,153
2015,11,3,2,2479
2015,11,3,3,1703
2015,11,3,4,248
2015,11,3,5,-1
2016,11,1,.,51
2016,11,1,1,47
2016,11,1,2,10445
2016,11,1,3,6015
2016,11,1,4,829
2016,11,1,5,-1
2016,11,2,.,124
2016,11,2,1,170
2016,11,2,2,18386
2016,11,2,3,12938
2016,11,2,4,1623
2016,11,2,5,-1
2016,11,3,.,22
2016,11,3,1,145
2016,11,3,2,3013
2016,11,3,3,1849
2016,11,3,4,300
2016,11,3,5,-1
2017,11,1,.,40
2017,11,1,1,53
2017,11,1,2,11561
2017,11,1,3,7459
2017,11,1,4,1105
2017,11,1,5,-1
2017,11,2,.,150
2017,11,2,1,156
2017,11,2,2,19006
2017,11,2,3,14390
2017,11,2,4,2121
2017,11,2,5,-1
2017,11,3,.,31
2017,11,3,1,126
2017,11,3,2,3098
2017,11,3,3,2574
2017,11,3,4,524
2017,11,3,5,-1
2018,11,1,.,47
2018,11,1,1,55
2018,11,1,2,11358
2018,11,1,3,7903
2018,11,1,4,1292
2018,11,1,5,-1
2018,11,2,.,104
2018,11,2,1,120
2018,11,2,2,19490
2018,11,2,3,15840
2018,11,2,4,2794
2018,11,2,5,12
2018,11,3,.,19
2018,11,3,1,112
2018,11,3,2,3011
2018,11,3,3,2615
2018,11,3,4,624
2018,11,3,5,-1
2019,11,1,.,58
2019,11,1,1,40
2019,11,1,2,11088
2019,11,1,3,8165
2019,11,1,4,1445
2019,11,1,5,-1
2019,11,2,.,104
2019,11,2,1,132
2019,11,2,2,20123
2019,11,2,3,17514
2019,11,2,4,3427
2019,11,2,5,18
2019,11,3,.,26
2019,11,3,1,103
2019,11,3,2,2904
2019,11,3,3,2910
2019,11,3,4,809
2019,11,3,5,12
2020,11,1,.,64
2020,11,1,1,36
2020,11,1,2,11348
2020,11,1,3,8927
2020,11,1,4,1687
2020,11,1,5,-1
2020,11,2,.,124
2020,11,2,1,107
2020,11,2,2,19056
2020,11,2,3,18526
2020,11,2,4,3964
2020,11,2,5,21
2020,11,3,.,38
2020,11,3,1,121
2020,11,3,2,2704
2020,11,3,3,3025
2020,11,3,4,935
2020,11,3,5,12
2021,11,1,.,50
2021,11,1,1,26
2021,11,1,2,11096
2021,11,1,3,9541
2021,11,1,4,1850
2021,11,1,5,-1
2021,11,2,.,121
2021,11,2,1,130
2021,11,2,2,17691
2021,11,2,3,19121
2021,11,2,4,4622
2021,11,2,5,34
2021,11,3,.,46
2021,11,3,1,133
2021,11,3,2,2889
2021,11,3,3,3355
2021,11,3,4,1113
2021,11,3,5,17
2022,11,1,.,36
2022,11,1,1,30
2022,11,1,2,10008
2022,11,1,3,9716
2022,11,1,4,1918
2022,11,1,5,-1
2022,11,2,.,143
2022,11,2,1,119
2022,11,2,2,16102
2022,11,2,3,19506
2022,11,2,4,5131
2022,11,2,5,37
2022,11,3,.,50
2022,11,3,1,155
2022,11,3,2,2615
2022,11,3,3,3297
2022,11,3,4,1140
2022,11,3,5,26
2023,11,1,.,20
2023,11,1,1,17
2023,11,1,2,6371
2023,11,1,3,7280
2023,11,1,4,1565
2023,11,1,5,-1
2023,11,2,.,148
2023,11,2,1,109
2023,11,2,2,14042
2023,11,2,3,19731
2023,11,2,4,5576
2023,11,2,5,51
2023,11,3,.,51
2023,11,3,1,116
2023,11,3,2,1726
2023,11,3,3,2672
2023,11,3,4,1122
2023,11,3,5,27
2015,12,1,.,46
2015,12,1,1,67
2015,12,1,2,9940
2015,12,1,3,5537
2015,12,1,4,688
2015,12,2,.,115
2015,12,2,1,216
2015,12,2,2,17171
2015,12,2,3,11130
2015,12,2,4,1223
2015,12,2,5,-1
2015,12,3,.,22
2015,12,3,1,142
2015,12,3,2,2459
2015,12,3,3,1684
2015,12,3,4,231
2015,12,3,5,-1
2016,12,1,.,48
2016,12,1,1,52
2016,12,1,2,10473
2016,12,1,3,6016
2016,12,1,4,825
2016,12,1,5,-1
2016,12,2,.,125
2016,12,2,1,182
2016,12,2,2,18524
2016,12,2,3,12979
2016,12,2,4,1636
2016,12,2,5,-1
2016,12,3,.,23
2016,12,3,1,144
2016,12,3,2,2991
2016,12,3,3,1869
2016,12,3,4,290
2016,12,3,5,-1
2017,12,1,.,49
2017,12,1,1,54
2017,12,1,2,11585
2017,12,1,3,7456
2017,12,1,4,1097
2017,12,1,5,-1
2017,12,2,.,150
2017,12,2,1,161
2017,12,2,2,19129
2017,12,2,3,14408
2017,12,2,4,2131
2017,12,2,5,-1
2017,12,3,.,30
2017,12,3,1,125
2017,12,3,2,3112
2017,12,3,3,2562
2017,12,3,4,513
2017,12,3,5,-1
2018,12,1,.,50
2018,12,1,1,60
2018,12,1,2,11352
2018,12,1,3,7859
2018,12,1,4,1279
2018,12,1,5,-1
2018,12,2,.,101
2018,12,2,1,124
2018,12,2,2,19563
2018,12,2,3,15844
2018,12,2,4,2789
2018,12,2,5,13
2018,12,3,.,19
2018,12,3,1,114
2018,12,3,2,2810
2018,12,3,3,2497
2018,12,3,4,618
2018,12,3,5,-1
2019,12,1,.,55
2019,12,1,1,41
2019,12,1,2,11118
2019,12,1,3,8203
2019,12,1,4,1441
2019,12,1,5,-1
2019,12,2,.,106
2019,12,2,1,138
2019,12,2,2,20223
2019,12,2,3,17554
2019,12,2,4,3424
2019,12,2,5,17
2019,12,3,.,25
2019,12,3,1,114
2019,12,3,2,2824
2019,12,3,3,2893
2019,12,3,4,818
2019,12,3,5,13
2020,12,1,.,70
2020,12,1,1,37
2020,12,1,2,11526
2020,12,1,3,8962
2020,12,1,4,1655
2020,12,1,5,-1
2020,12,2,.,126
2020,12,2,1,113
2020,12,2,2,19079
2020,12,2,3,18476
2020,12,2,4,3959
2020,12,2,5,20
2020,12,3,.,41
2020,12,3,1,139
2020,12,3,2,2740
2020,12,3,3,3015
2020,12,3,4,958
2020,12,3,5,12
2021,12,1,.,49
2021,12,1,1,26
2021,12,1,2,11162
2021,12,1,3,9600
2021,12,1,4,1852
2021,12,1,5,-1
2021,12,2,.,129
2021,12,2,1,132
2021,12,2,2,17685
2021,12,2,3,19113
2021,12,2,4,4612
2021,12,2,5,33
2021,12,3,.,43
2021,12,3,1,138
2021,12,3,2,2899
2021,12,3,3,3349
2021,12,3,4,1116
2021,12,3,5,18
2022,12,1,.,38
2022,12,1,1,36
2022,12,1,2,9880
2022,12,1,3,9677
2022,12,1,4,1889
2022,12,1,5,-1
2022,12,2,.,144
2022,12,2,1,123
2022,12,2,2,15979
2022,12,2,3,19405
2022,12,2,4,5111
2022,12,2,5,38
2022,12,3,.,51
2022,12,3,1,156
2022,12,3,2,2541
2022,12,3,3,3273
2022,12,3,4,1110
2022,12,3,5,28
2023,12,1,.,17
2023,12,1,1,13
2023,12,1,2,5912
2023,12,1,3,6928
2023,12,1,4,1497
2023,12,1,5,-1
2023,12,2,.,142
2023,12,2,1,103
2023,12,2,2,13563
2023,12,2,3,19278
2023,12,2,4,5465
2023,12,2,5,46
2023,12,3,.,46
2023,12,3,1,110
2023,12,3,2,1562
2023,12,3,3,2410
2023,12,3,4,1024
2023,12,3,5,24
